回答者(or No.),問１　お子さんとあなた（回答者）との関係は、以下のどれになりますか。お子さんからみた続き柄で、お答えください。,問１　５　その他,問２　あなたの年齢を教えてください。,問２　あなたの年齢を教えてください。,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答１）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答２）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答３）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答４）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答５）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答６）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答７）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答１）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答２）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答３）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答４）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答５）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答６）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答７）,問３　３　祖父／人数,問３　４　祖母／人数,問３　５　兄／人数,問３　６　姉／人数,問３　７　弟／人数,問３　８　妹／人数,問３　９　その他の親戚／人数,問３　10　その他／人数,問４　現在のあなたの婚姻状況を教えてください。,問５　離婚相手と子どもの養育費の取り決めをしていますか。また、養育費を現在受け取っていますか。,問６　お子さんと同居しているご家族の中に、高齢であったり障がいがあったりするなど、介護が必要な方はいますか。,問７　お子さんが病気のときや、ご自身の用事のときなどに頼れる親族や友人などがいますか。,問８　両親の国籍／A　母親,問８　両親の国籍／B　父親,問９　両親の就労状況／A　母親,問９　両親の就労状況／B　父親,問９1　働いていない最も主な理由／A　母親,問９1　働いていない最も主な理由／B　父親,問９2　１週間の平均労働時間／A　母親,問９2　１週間の平均労働時間／B　父親,問９3　平日の日中以外の勤務／A　母親（複数回答１）,問９3　平日の日中以外の勤務／A　母親（複数回答２）,問９3　平日の日中以外の勤務／A　母親（複数回答３）,問９3　平日の日中以外の勤務／A　母親（複数回答４）,問９3　平日の日中以外の勤務／A　母親（複数回答５）,問９3　平日の日中以外の勤務／A　母親　６　その他,問９3　平日の日中以外の勤務／B　父親（複数回答１）,問９3　平日の日中以外の勤務／B　父親（複数回答２）,問９3　平日の日中以外の勤務／B　父親（複数回答３）,問９3　平日の日中以外の勤務／B　父親（複数回答４）,問９3　平日の日中以外の勤務／B　父親（複数回答５）,問９3　平日の日中以外の勤務／B　父親（複数回答６）,問９3　平日の日中以外の勤務／B　父親　６　その他,問10　昨年１年間（2022年１月～12月）の収入（税込）／A　母親,問10　昨年１年間（2022年１月～12月）の収入（税込）／B　父親,問10　昨年１年間（2022年１月～12月）の収入（税込）／C　その他生計を一にする家族,問11　お子さんに、どの段階までの教育を受けさせたいと考えていますか,問111　問11で回答した理由を教えてください。（複数回答１）,問111　問11で回答した理由を教えてください。（複数回答２）,問111　問11で回答した理由を教えてください。（複数回答３）,問111　問11で回答した理由を教えてください。（複数回答４）,問111　問11で回答した理由を教えてください。（複数回答５）,問111　５　その他,問12　健康状態／①　あなた（回答者）,問12　健康状態／②　お子さん,問13　全体として、あなたは最近の生活に、どのくらい満足していますか。,問14　あなたのご家庭では、このお子さんのために就学援助費を受け取っていますか。,問141　受け取っていない理由を教えてください。,問141　７　その他,問15　あなたは、平日（お子さんの学校のある日）に毎日、朝ごはんを食べますか。,問16　A　お子さんの勉強をみる,問16　B　お子さんと外でからだを動かして遊ぶ（スポーツなど）,問16　C　お子さんと室内でゲーム等で遊ぶ（テレビゲーム・携帯ゲーム・将棋・トランプ・ボードゲームなど）,問16　D　お子さんと学校生活、ニュース、テレビ番組等の話をする,問16　E　お子さんと一緒に家事など（料理等）をする,問16　F　お子さんと一緒に買い物等外出をする,問17　A　海水浴・登山などに行く,問17　B　博物館・科学館・美術館などに行く,問17　C　キャンプやバーベキューなどに行く,問17　D　スポーツ観戦や映画・コンサートなどに行く,問17　E　遊園地やテーマパークなどに行く,問18　あなたは、お子さんの将来（夢・進路・職業等）について、お子さんと一緒に考えたり、話したりすることがありますか。,問19　買えなかったこと／①食料,問19　買えなかったこと／②衣類,問20　Ａ　電話料金,問20　Ｂ　電気料金,問20　Ｃ　ガス料金,問20　Ｄ　水道料金,問20　Ｅ　家賃,問20　Ｆ　住宅ローン,問20　Ｇ　その他の債務,問21　Ａ　毎月お小遣いを渡す,問21　Ｂ　毎年新しい洋服・靴を買う,問21　Ｃ　習い事(音楽、スポーツ、習字等)に通わせる,問21　Ｄ　学習塾に通わせる（または家庭教師に来てもらう）,問21　Ｅ　お誕生日のお祝いをする,問21　Ｆ　１年に１回くらい家族旅行に行く,問21　Ｇ　クリスマスのプレゼントや正月のお年玉をあげる,問21　Ｈ　子どもの学校行事などに親が参加する,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答１）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答２）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答３）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答４）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答５）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答６）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答７）,問23　最後に通った学校／A　母親,問23　最後に通った学校／B　父親,問231　学校を卒業したか／A　母親,問231　学校を卒業したか／A　母親　3　その他,問231　学校を卒業したか／B　父親,問231　学校を卒業したか／B　父親　3　その他,問24　あなたが15歳前後当時の、あなたのご家庭の暮らしの状況について、最も近いものを教えてください。,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答１）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答２）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答３）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答４）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答５）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答１）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答２）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答３）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答４）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答５）,問27　A　現在の受け取り方法（複数回答１）,問27　A　現在の受け取り方法（複数回答２）,問27　A　現在の受け取り方法（複数回答３）,問27　A　現在の受け取り方法（複数回答４）,問27　A　現在の受け取り方法（複数回答５）,問27　A　現在の受け取り方法（複数回答６）,問27　A　現在の受け取り方法（複数回答７）,問27　A　７　その他,問27　B　今後、受け取りたい方法（複数回答１）,問27　B　今後、受け取りたい方法（複数回答２）,問27　B　今後、受け取りたい方法（複数回答３）,問27　B　今後、受け取りたい方法（複数回答４）,問27　B　今後、受け取りたい方法（複数回答５）,問27　B　今後、受け取りたい方法（複数回答６）,問27　B　今後、受け取りたい方法（複数回答７）,問27　B　７　その他,問28　あなたは、本当に困ったときや悩みがあるとき、相談できる人（家族、友人、親戚、同僚など）がいますか。,問29　Ａ　市役所の窓口,問29　Ｂ　子ども家庭支援センター,問29　Ｃ　学校・保育所・幼稚園の先生、スクールカウンセラーなど,問29　Ｄ　民生委員・児童委員,問29　Ｅ　児童相談所,問29　Ｆ　ハローワーク,問29　Ｇ　上記以外の公的機関,問30　あなたは「子どもの権利条約」について知っていますか。,問31　あなたが狛江市に期待することなどがありましたら、ご自由にお書きください。,学年,生活困難度,世帯タイプ,生活困難度（統合）,世帯タイプ（統合）,問９2　１週間の平均労働時間／A　母親,問９2　１週間の平均労働時間／B　父親
429,1,,52,3,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,2,1,1,3,1,,,17,50,7,,,,,,1,2,4,,,,,1,12,,4,2,3,,,,,2,1,4,2,5,,1,3,4,3,2,3,3,4,1,4,1,1,3,4,4,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,8,,,,,,,8,8,1,,1,,3,8,,,,,7,,,,,1,4,6,,,,,,2,3,5,6,,,,,1,2,2,2,2,2,2,2,2,特になし。,2,3,1,2,1,2,6
430,2,,45,2,1,2,8,,,,,1,2,8,,,,,,,,,,1,,,1,,2,1,1,1,3,1,,,18,40,4,,,,,,7,,,,,,,3,10,,4,1,3,,,,,4,1,3,2,6,,1,3,4,4,1,4,3,4,1,1,1,1,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,8,8,1,,1,,1,8,,,,,7,,,,,4,5,,,,,,,4,5,,,,,,,1,2,2,2,2,2,2,2,4,図書館の本が少ないのでもっと充実してほしい。自習室がもっとあるとよいです。,2,3,1,2,1,2,5
431,2,,46,2,1,2,6,8,,,,1,2,6,8,,,,,,,1,,1,,,1,,2,1,1,1,5,1,2,,,40,,,,,,,4,,,,,,,1,7,,5,3,,,,,,1,1,5,1,,,1,4,4,3,1,3,3,1,4,1,1,1,2,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,8,2,1,,1,,3,8,,,,,4,,,,,2,,,,,,,,2,5,,,,,,,1,2,2,2,2,2,2,2,3,子供の発達のために0～13才までに幼稚園保育園でとにかく体を使って遊ばせてほしい。先生・保育士さんの待遇を良くしてほしい。,2,3,1,2,1,,5
432,2,,46,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,2,1,,,4,8,4,,,,,,,,,,,,,3,12,,4,1,3,,,,,1,3,3,2,1,,1,4,4,4,3,3,3,3,3,3,3,3,3,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,7,8,1,,1,,3,8,,,,,7,,,,,2,4,5,6,,,,,2,3,4,5,6,,,,1,2,2,2,2,2,4,2,4,医療費は年収制限ないことを期待します。,2,3,1,2,1,1,1
433,2,,45,2,2,6,,,,,,2,6,,,,,,,,,1,,,,,2,3,2,2,1,,1,,,,45,,1,,,,,,,,,,,,,5,,,3,1,2,3,4,,,1,1,2,1,,,1,3,4,3,1,2,3,4,4,4,2,1,1,2,2,1,1,1,1,2,3,1,3,1,3,3,1,3,1,1,3,6,7,,,,,7,,1,,,,4,8,,,,,4,5,,,,1,2,4,5,,,,,1,2,4,5,,,,,1,1,5,1,,3,2,2,1,家に子供部屋を持てず、受験勉強、テスト勉強の際に料金など支払わず使用できる集中して取り組める施設、場所が少ないと思います（図書館等）。あっても自宅から遠かったりで不便を感じます。家ばかり建てず、そのような子供のための施設や商業施設を建ててほしいです。以前に支払っていて思った事で住民税高いです。,2,1,3,1,2,5,
434,2,,49,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,1,1,1,3,1,,,30,40,7,,,,,,6,,,,,,不定期で土・日・祝。,5,6,,4,5,,,,,学力・知識を得ることを楽しんでもらいたいから。,1,1,4,2,1,,1,3,4,4,1,4,3,1,1,1,1,2,1,2,2,2,2,2,2,3,2,3,2,2,3,1,1,1,1,1,3,6,,,,,,6,8,1,,2,,3,3,,,,,7,,,,,1,4,5,6,,,,,1,4,5,7,,,,行政機関からの通知。,1,2,1,1,1,5,1,5,4,・小・中学校の教員の増員　・1クラスの人数をもう少し少なくする　・市内に温水プールを設立する　・学校のプール開放　・中学校の部活の充実　・給食費無償化　・長期休暇時の有料給食提供　・長期休暇時の学校内自習室開放。,2,1,1,1,1,4,5
435,2,,48,2,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,1,1,1,5,1,2,,,,,,,,,,,,,,,,,1,12,,4,1,,,,,,2,1,5,2,7,対象ではないため。,1,1,4,4,1,3,3,4,1,4,4,4,1,4,4,2,2,2,2,3,2,3,1,1,1,2,1,1,1,1,8,,,,,,,8,9,1,,1,,3,1,,,,,7,,,,,1,3,4,5,,,,,1,3,4,5,,,,,1,2,2,2,2,2,2,2,3,,2,3,1,2,1,,
436,2,,47,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,3,1,,,15,50,7,,,,,,2,,,,,,,4,12,,4,1,2,,,,,3,3,4,2,1,,1,4,4,4,1,3,3,1,3,3,1,3,1,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,,,,,,,6,9,1,,1,,1,8,,,,,7,,,,,1,2,4,5,6,,,,1,2,3,,,,,,1,2,2,2,2,2,2,2,3,学校の働き方改革を推進するための部活動指導者の外部委託について。教師の負担軽減ばかりに重点を置くのではなく、子どもたちが心身ともに安心安全な環境において部活動を体験し成長できることを願っています。適性を欠く外部の指導者が毎年契約を更新する現状に不安を感じます。部活動の地域移行、指導者の確保が難しいことは理解しておりますが、部活という閉鎖空間のなかで同じ指導者が何年も異動がないという状況は改善の余地があると思います。子どもの権利のために、狛江市が早急にご対応いただけるよう願っております。,2,3,1,2,1,2,6
437,2,,43,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,2,1,1,1,1,,,40,50,4,,,,,,2,3,,,,,,6,10,,4,2,,,,,,1,1,4,1,,,1,3,4,3,1,3,3,3,1,3,3,1,1,4,4,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,,,,,,,,6,5,1,,2,,3,6,,,,,5,,,,,2,3,4,5,6,,,,1,2,3,4,5,6,7,,1,3,1,1,2,2,2,2,3,アトピーや喘息で毎月病院を受診しています。高校生になっても医療費が安くなるといいなと思います。,2,3,1,2,1,5,6
438,2,,45,2,1,2,8,,,,,1,2,8,,,,,,,,,,1,,,1,,2,1,1,1,3,1,,,9,45,7,,,,,,1,2,3,4,5,,,2,10,,4,1,2,3,,,,4,3,3,2,1,,1,4,4,3,1,4,3,4,3,1,1,1,2,4,4,2,2,2,2,3,2,3,2,1,1,1,1,1,1,1,8,,,,,,,6,8,1,,1,,2,8,,,,,5,,,,,4,6,,,,,,,4,5,6,,,,,,1,5,5,1,5,5,1,5,4,,2,3,1,2,1,1,5
439,2,,54,3,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,,1,1,3,1,,,35,35,7,,,,,,4,5,,,,,,4,7,,5,1,,,,,,3,2,2,2,,,1,4,4,4,2,4,3,3,1,4,1,3,1,4,4,2,2,3,2,2,2,2,1,2,2,1,1,3,1,1,8,,,,,,,7,2,1,,1,,3,8,,,,,7,,,,,2,,,,,,,,,,,,,,,,1,,,1,,,1,,2,,2,3,1,2,1,4,4
440,2,,43,2,2,5,,,,,,2,5,,,,,,,,1,,,,,,2,4,2,2,1,2,1,6,,,45,,7,,,,,,,,,,,,,7,13,1,4,1,2,3,,,,4,3,2,1,,,1,3,4,4,2,4,4,,,,3,2,2,2,1,2,2,2,2,2,1,1,3,3,3,3,3,3,3,1,1,,,,,,,9,2,1,,1,,1,1,,,,,1,6,,,,1,,,,,,,,,,,,,,,,2,1,4,4,5,1,2,5,,年収470万であると扶養手当は0です。最低学歴大学卒が望まれている社会で、それを目指すと、かなり生活は苦しいです。,2,1,3,1,2,5,
441,2,,40,2,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,1,1,1,5,1,2,,,55,,,,,,,4,5,,,,,,1,12,,4,2,,,,,,1,1,3,2,4,,1,2,4,3,1,3,2,1,3,1,1,1,1,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,8,9,1,,1,,3,8,,,,,5,,,,,1,2,3,4,5,6,,,1,2,3,4,5,6,,,1,2,1,1,2,2,2,1,4,,2,3,1,2,1,,6
442,2,,47,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,3,1,,,4,10,7,,,,,,7,,,,,,,4,12,,4,1,2,,,,,2,1,4,2,4,,1,4,4,4,1,4,3,3,3,1,,1,1,4,4,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,8,,,,,,,6,8,1,,1,,2,8,,,,,7,,,,,1,4,5,6,,,,,1,4,5,6,,,,,1,2,2,1,2,2,2,2,2,,2,3,1,2,1,1,2
443,2,,50,3,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,3,1,,,35,100,6,,,,,行事の時は勤務。,1,2,3,4,5,,,4,12,,4,1,,,,,,1,3,3,2,6,,1,4,4,4,1,4,4,3,3,4,1,2,2,4,4,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,7,,,,,,,8,8,1,,1,,2,8,,,,,2,5,,,,8,,,,,,,,3,4,5,,,,,,1,2,1,3,2,2,2,1,,,2,3,1,2,1,4,8
444,2,,52,3,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,2,1,1,3,1,,,40,50,7,,,,,,7,,,,,,,5,12,,4,1,,,,,,1,1,4,2,4,,1,4,4,4,1,3,3,1,1,4,1,4,2,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,6,7,1,,1,,1,8,,,,,7,,,,,2,,,,,,,,2,,,,,,,,1,2,2,2,2,2,2,2,3,四中の門（入口）のセキュリティを強くして頂きたい。いつでも誰でも校舎に入れる状況と感じます。,2,3,1,2,1,5,6
445,2,,50,3,1,2,6,,,,,1,2,6,,,,,,,,1,,,,,1,,2,2,1,1,1,6,,,,,4,6,,,,火曜日以外は出勤です。,,,,,,,,,,,3,2,,,,,,1,1,,2,2,,3,3,4,4,1,1,3,3,3,4,3,3,2,4,4,2,2,2,2,2,3,3,3,3,3,3,1,3,3,,7,,,,,,,4,2,1,,1,,4,8,,,,,7,,,,,1,3,4,5,6,,,,1,3,4,5,6,,,,1,1,5,1,5,2,1,2,4,,2,,1,,1,,
446,2,,51,3,1,2,6,,,,,1,2,6,,,,,,,,1,,,,,1,,2,1,1,1,3,1,,,20,40,,,,,,,4,,,,,,,3,8,,4,1,,,,,,1,1,1,2,1,,1,2,2,1,1,1,4,1,4,1,4,4,3,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,7,7,1,,1,,3,8,,,,,7,,,,,4,5,,,,,,,4,5,,,,,,,1,2,2,2,2,2,1,2,4,部活動に力を入れてほしい。ナイターをできるようにしてほしい。,2,3,1,2,1,3,5
447,2,,48,2,1,2,4,7,,,,1,2,4,7,,,,,1,,,1,,,,1,,2,1,1,1,3,1,,,35,40,7,,,,,,4,5,,,,,,4,5,,4,1,2,3,,,,3,3,3,2,4,,1,4,4,4,1,3,3,1,4,4,4,4,1,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,7,3,1,,1,,3,8,,,,,4,5,,,,1,2,4,5,,,,,1,2,4,5,,,,,1,1,2,1,2,2,2,2,2,,2,3,2,2,1,4,5
448,2,,44,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,2,1,1,3,4,,,25,45,4,5,,,,,2,,,,,,,4,7,,5,3,4,,,,,3,3,3,2,7,子が小学入学時、低学年時は要件を満たしていたが制度を知らず申請しなかった。貧しかったので申請したかった。,1,4,4,4,2,4,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,1,3,,,,,,,8,8,1,,1,,3,8,,,,,7,,,,,3,4,6,,,,,,1,2,3,5,6,,,,1,2,1,1,2,2,2,2,3,,2,1,1,1,1,3,5
449,2,,47,2,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,1,1,1,1,1,,,35,45,4,,,,,,7,,,,,,,6,12,,4,1,2,,,,,3,1,4,2,4,,4,2,4,4,1,3,3,1,1,1,1,1,2,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,8,8,1,,1,,3,8,,,,,7,,,,,1,2,4,5,6,,,,,,,,,,,,1,2,2,1,2,2,2,2,4,,2,3,1,2,1,4,5
450,1,,51,3,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,1,1,1,5,1,2,,,50,,,,,,,1,2,3,4,5,,,,10,,4,2,,,,,,3,1,4,2,1,,1,3,3,3,3,4,2,1,4,4,1,1,2,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,,,,,,,6,8,1,,1,,4,8,,,,,7,,,,,1,4,6,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,3,・子供が公園でボール遊びが出来る様にして欲しい。,2,3,1,2,1,,6
451,2,,49,2,2,3,4,8,,,,2,3,4,8,,,,1,1,,,,1,,,2,1,2,1,1,2,3,1,,,30,,4,5,,,,,,,,,,,,4,13,13,4,2,,,,,,1,1,4,1,,,1,3,4,3,1,2,2,4,1,4,1,1,1,4,4,2,2,2,2,3,3,3,1,1,2,1,1,1,1,1,8,,,,,,,8,7,1,,1,,1,8,,,,,7,,,,,8,,,,,,,,8,,,,,,,,1,2,1,1,2,2,2,2,4,,2,2,4,1,2,4,
452,2,,49,2,1,2,5,6,,,,1,2,5,6,,,,,,1,1,,,,,1,,2,1,1,1,3,1,,,18,40,6,,,,,月末月初の土・日は勤務。,7,,,,,,,4,12,3,4,2,,,,,,1,1,4,2,1,,1,3,4,4,1,4,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,,7,,,,,4,,,,,,,,2,3,,,,,,,1,2,2,2,2,2,2,2,2,,2,,1,,1,2,5
453,1,,51,3,1,2,5,6,,,,1,2,5,6,,,,,,2,1,,,,,1,,2,2,1,1,1,4,,,50,80,7,,,,,,1,2,4,5,,,,6,12,5,3,3,,,,,,3,3,3,2,1,,1,4,4,4,2,3,3,1,4,4,4,4,2,4,4,2,2,2,2,2,2,2,1,1,3,3,1,3,1,1,8,,,,,,,7,7,1,,1,,4,4,,,,,7,,,,,2,3,4,5,,,,,,,,,,,,,1,,,,,,1,,4,・ゴミ袋無料　・医療費無償化。,2,2,1,1,1,6,8
454,2,,43,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,2,1,1,1,1,,,50,50,7,,,,,,6,,,,,,月に2回ほど土・日あり。,5,8,1,4,2,,,,,,1,1,4,2,4,,1,2,2,2,1,3,3,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,,,,,,,8,9,1,,1,,2,8,,,,,7,,,,,1,2,3,4,5,6,,,1,2,3,4,5,6,,,1,1,2,1,2,2,2,2,4,学校に合わない子もいますので不登校対策をおねがいします。校長もよくわかってないのかなと思いました。ICTの利用など。,2,3,1,2,1,6,6
455,2,,47,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,1,1,1,4,1,,,33,50,1,2,3,4,5,,7,,,,,,,,,,4,2,,,,,,1,1,4,2,4,,1,4,4,3,2,4,3,3,4,1,1,1,1,4,3,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,8,,,,,,,8,8,1,,1,,3,8,,,,,7,,,,,4,5,6,,,,,,4,,,,,,,,1,1,1,1,2,2,1,2,2,・給食費無償化、高校生までの医療費無料化、の実現をお願いします。,2,,1,,1,4,6
456,2,,40,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,1,1,1,3,1,,,20,45,7,,,,,,7,,,,,,,2,12,,4,2,,,,,,1,1,4,2,6,,1,4,4,4,1,4,4,1,1,1,1,1,2,4,4,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,8,,,,,,,8,9,1,,1,,2,8,,,,,7,,,,,1,2,3,4,,,,,1,2,3,4,,,,,1,2,1,1,2,2,1,2,2,,2,3,1,2,1,3,5
457,2,,37,1,1,2,8,,,,,1,2,8,,,,,,,,,,2,,,1,,2,1,1,1,1,1,,,50,50,1,2,4,5,,,1,4,5,,,,,6,6,,4,1,,,,,,1,1,3,2,5,,1,2,4,2,1,2,2,1,1,4,1,1,1,2,2,2,2,2,2,2,3,3,3,3,2,1,1,1,1,1,8,,,,,,,2,2,1,,1,,4,5,,,,,4,,,,,4,5,,,,,,,3,4,5,,,,,,2,2,2,2,2,2,2,2,4,,2,2,1,1,1,6,6
458,2,,38,1,1,7,8,,,,,1,7,8,,,,,,,,,1,2,,,1,,2,2,1,1,3,1,,,16,50,4,5,,,,,7,,,,,,,2,10,,4,1,2,,,,,2,1,4,2,4,,1,3,4,2,1,2,3,4,3,3,1,1,1,3,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,,,,,,,2,7,1,,1,,5,1,6,,,,4,,,,,1,2,3,4,5,6,,,,,,,,,,,1,2,1,1,2,2,1,,3,,2,,,,,2,6
459,2,,48,2,1,2,8,,,,,1,2,8,,,,,,,,,,1,,,1,,2,1,1,1,1,1,,,40,70,4,,,,,,1,2,4,5,,,,8,12,,4,1,,,,,,1,1,4,2,4,,1,4,4,3,2,1,4,1,3,1,1,3,2,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,8,9,1,,1,,4,8,,,,,7,,,,,1,2,4,,,,,,2,5,,,,,,,1,3,2,1,2,2,1,2,2,希望すれば誰でも学童+保育園に入れるように　・中学生以下の医療費を無料化してほしい。,2,3,1,2,1,5,8
460,2,,52,3,1,5,,,,,,1,5,,,,,,,,1,,,,,,1,,2,1,1,1,2,1,,,28,45,7,,,,,,7,,,,,,,3,12,,4,2,,,,,,1,1,5,2,5,,1,4,4,4,1,3,4,4,4,3,4,4,2,4,4,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,8,,,,,,,6,5,1,,1,,1,8,,,,,7,,,,,2,4,5,6,,,,,2,3,4,5,6,,,,1,1,2,1,2,1,1,2,4,中学生・高校生の医療費助成制度の受給資格の所得制限を撤廃してください。,2,,,,,3,5
461,1,,56,3,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,2,1,1,1,1,,,3,9,7,,,,,,6,,,,,,フリータイム,3,6,,2,1,,,,,,3,3,2,2,6,,2,3,2,4,1,4,2,3,3,3,3,3,3,4,4,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,8,,,,,,,7,2,1,,1,,3,8,,,,,7,,,,,4,6,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,3,,2,3,1,2,1,1,1
462,1,,52,3,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,3,1,,,15,40,1,4,,,,,7,,,,,,,3,10,2,4,2,,,,,,3,3,4,2,4,,1,3,4,3,1,3,3,1,4,1,4,1,2,4,4,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,8,,,,,,,7,8,1,,1,,3,8,,,,,7,,,,,3,4,,,,,,,3,4,,,,,,,1,2,2,2,2,2,2,2,4,,2,3,1,2,1,2,5
463,2,,48,2,1,2,4,5,,,,1,2,4,5,,,,,1,1,,,,,,1,,2,1,1,1,3,1,,,41,51,7,,,,,,2,3,4,5,,,,4,9,,4,1,,,,,,1,3,3,2,1,,2,2,4,2,1,4,3,4,4,4,4,4,1,4,4,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,8,,,,,,,6,8,1,,1,,4,1,,,,,7,,,,,7,,,,,,,,2,3,4,5,7,,,テレビ,1,2,2,2,2,2,1,2,3,,2,3,2,2,1,5,6
