20/06/10 19:00,0.001,0.000,0.005,0.033,1.87,0.10,0.005,SW ,5.3,0.000,0.003,0.035,1.86,0.05,0.004,SW ,7.0,0.002,0.000,0.002,0.032,0.006, S ,4.0,0.004,0.000,0.005,0.031,0.009,SSW,4.9,0.002,0.003,0.016,0.027,1.96,0.09,0.014,SSW,7.5,0.003,0.012,0.007, W ,1.2,0.002,0.004,0.003, S ,3.0,0.002,0.009,0.006, S ,0.7,0.000,0.012,0.011, S ,7.2
20/06/10 20:00,0.001,0.000,0.005,0.029,1.87,0.10,0.004,SW ,4.9,0.000,0.002,0.033,1.86,0.05,0.004,SW ,8.4,0.001,0.000,0.002,0.029,0.003,SSW,3.5,0.004,0.000,0.004,0.027,0.003,SSW,5.5,0.003,0.002,0.016,0.022,1.91,0.08,0.005,SSW,6.7,0.005,0.013,0.003, W ,1.5,0.001,0.005,0.004, S ,3.2,0.001,0.005,0.003,SW ,1.7,0.001,0.013,0.006, S ,6.9
20/06/10 21:00,0.001,0.000,0.004,0.028,1.86,0.08,0.002,SW ,5.5,0.000,0.002,0.031,1.86,0.05,0.003,SW ,6.4,0.001,0.000,0.002,0.028,0.003,SSW,3.7,0.004,0.000,0.004,0.025,0.002,SSW,4.9,0.002,0.001,0.013,0.022,1.93,0.08,0.006,SW ,6.5,0.004,0.010,0.004,WNW,1.4,0.001,0.004,0.000, S ,3.5,0.001,0.006,0.002,SW ,1.5,0.000,0.010,0.005, S ,6.4
20/06/10 22:00,0.001,0.000,0.004,0.028,1.86,0.08,0.003,SW ,5.1,0.000,0.002,0.032,1.86,0.05,0.003,SW ,6.5,0.001,0.000,0.002,0.029,0.003,SW ,3.8,0.003,0.000,0.003,0.025,0.007,SSW,5.2,0.002,0.001,0.014,0.020,1.93,0.08,0.007,SW ,6.0,0.004,0.010,0.004,WNW,1.3,0.001,0.004,0.002, S ,2.9,0.001,0.005,0.001,SW ,1.6,0.001,0.013,0.007, S ,5.9
20/06/10 23:00,0.001,0.000,0.003,0.030,1.86,0.07,0.011,SW ,4.9,0.000,0.002,0.033,1.86,0.04,0.006,SW ,6.9,0.001,0.000,0.001,0.030,0.007, S ,4.0,0.003,0.000,0.003,0.026,0.016,SSW,4.1,0.002,0.001,0.009,0.026,1.92,0.07,0.017,SW ,5.8,0.002,0.007,0.008,WNW,1.3,0.001,0.003,0.005, S ,3.2,0.001,0.005,0.008,SW ,1.9,0.000,0.008,0.011, S ,5.8
20/06/11 00:00,0.001,0.000,0.004,0.032,1.88,0.08,0.015,SW ,3.7,0.000,0.002,0.036,1.87,0.04,0.014,SSW,5.9,0.001,0.000,0.001,0.032,0.015,SSW,3.9,0.003,0.000,0.003,0.029,0.012,SSW,4.2,0.002,0.001,0.012,0.026,1.99,0.09,0.023,SSW,7.4,0.003,0.010,0.015,WNW,1.1,0.001,0.004,0.012, S ,3.0,0.000,0.004,0.018,SSW,0.9,0.001,0.010,0.018, S ,6.2
20/06/11 01:00,0.001,0.000,0.004,0.031,1.87,0.08,0.010,SW ,3.9,0.000,0.002,0.035,1.87,0.04,0.009,SW ,4.3,0.001,0.000,0.001,0.032,0.007,SSW,3.6,0.003,0.000,0.003,0.028,0.004,SSW,4.4,0.002,0.001,0.014,0.023,2.02,0.09,0.010,SSW,5.2,0.003,0.009,0.012,WNW,0.8,0.001,0.004,0.008, S ,2.6,0.001,0.005,0.010,WSW,0.8,0.000,0.010,0.017, S ,4.7
20/06/11 02:00,0.001,0.000,0.004,0.031,1.86,0.08,0.010,SW ,4.1,0.000,0.002,0.036,1.85,0.04,0.003,SW ,5.2,0.001,0.000,0.001,0.032,0.006,SSW,2.7,0.003,0.000,0.002,0.028,0.010,SSW,3.6,0.002,0.001,0.018,0.020,1.99,0.10,0.012,SW ,4.8,0.005,0.011,0.008,NNW,0.9,0.001,0.004,0.005, S ,2.6,0.000,0.004,0.008,SW ,1.2,0.000,0.015,0.014, S ,4.9
20/06/11 03:00,0.001,0.000,0.004,0.029,1.86,0.08,0.011,SW ,3.3,0.000,0.002,0.033,1.84,0.04,0.007,SW ,4.9,0.001,0.000,0.003,0.028,0.010,SSW,2.5,0.003,0.000,0.005,0.025,0.011,SSW,3.4,0.002,0.002,0.016,0.021,2.03,0.12,0.019,SSW,5.4,0.005,0.011,0.010,NW ,0.8,0.002,0.007,0.009, S ,1.8,0.001,0.006,0.012,ESE,0.4,0.000,0.012,0.017, S ,5.4
20/06/11 04:00,0.001,0.000,0.006,0.024,1.85,0.09,0.010,SW ,3.8,0.000,0.004,0.028,1.84,0.04,0.011,SSW,4.5,0.001,0.000,0.004,0.024,0.012, S ,4.2,0.003,0.000,0.006,0.021,0.010,SSW,4.0,0.003,0.002,0.016,0.016,1.91,0.11,0.022,SSW,5.4,0.012,0.017,0.011,WNW,0.7,0.003,0.010,0.009, S ,2.6,0.001,0.007,0.012,ENE,0.6,0.000,0.010,0.022, S ,5.2
20/06/11 05:00,0.001,0.000,0.007,0.020,1.83,0.09,0.011,SW ,4.5,0.000,0.005,0.023,1.83,0.05,0.009,SW ,3.9,0.001,0.000,0.006,0.018,0.012, S ,2.7,0.003,0.000,0.007,0.018,0.015,SSW,3.3,0.003,0.003,0.015,0.015,1.87,0.10,0.020,SSW,4.5,0.018,0.020,0.012,WNW,0.8,0.005,0.010,0.009, S ,2.3,0.001,0.008,0.010,SSW,0.6,0.001,0.012,0.017, S ,5.3
20/06/11 06:00,0.001,0.001,0.006,0.021,1.83,0.10,0.012,SW ,4.7,0.001,0.005,0.023,1.81,0.05,0.012,SSW,4.6,0.001,0.001,0.006,0.019,0.015, S ,4.1,0.003,0.002,0.007,0.018,0.008,SSW,4.0,0.004,0.006,0.015,0.015,1.86,0.13,0.021,SSW,6.3,0.021,0.022,0.013, W ,0.9,0.009,0.011,0.012, S ,3.3,0.002,0.009,0.014,ENE,0.8,0.002,0.010,0.020, S ,6.6
20/06/11 07:00,0.001,0.003,0.007,0.019,1.82,0.10,0.012,SSW,6.4,0.002,0.004,0.022,1.82,0.05,0.011,SSW,7.6,0.001,0.002,0.005,0.018,0.015, S ,4.1,0.003,0.002,0.005,0.018,0.016,SSW,5.0,0.004,0.008,0.013,0.017,1.87,0.14,0.015,SSW,7.9,0.013,0.016,0.012, W ,1.5,0.012,0.009,0.012, S ,4.3,0.004,0.007,0.013,ENE,0.9,0.003,0.007,0.021, S ,7.1
20/06/11 08:00,0.002,0.003,0.006,0.018,1.82,0.09,0.015,SW ,5.4,0.002,0.004,0.022,1.82,0.05,0.014,SSW,6.4,0.001,0.002,0.004,0.018,0.017, S ,4.3,0.003,0.005,0.006,0.016,0.013,SSW,3.3,0.004,0.009,0.011,0.016,1.84,0.13,0.015,SSW,6.1,0.016,0.017,0.015, W ,1.1,0.009,0.012,0.014, S ,3.7,0.005,0.008,0.014, E ,0.6,0.005,0.009,0.026, S ,5.4
20/06/11 09:00,0.001,0.003,0.005,0.018,1.83,0.15,0.011,SW ,5.1,0.002,0.003,0.022,1.81,0.05,0.009,SSW,8.7,0.001,0.002,0.003,0.018,0.010, S ,4.8,0.003,0.005,0.005,0.015,0.009,SSW,5.7,0.004,0.013,0.013,0.016,1.84,0.21,0.010,SSW,6.4,0.019,0.017,0.012, W ,1.7,0.011,0.007,0.009, S ,4.2,0.008,0.010,0.014,ESE,1.2,0.006,0.009,0.020, S ,8.2
20/06/11 10:00,0.001,0.004,0.005,0.019,1.82,0.13,0.011,SSW,8.3,0.003,0.003,0.022,1.81,0.05,0.009,SSW,9.2,0.001,0.002,0.003,0.018,0.011,SSW,5.9,0.003,0.006,0.006,0.016,0.020,SSW,7.1,0.004,0.012,0.011,0.018,1.85,0.20,0.018,SSW,7.4,0.025,0.020,0.015, W ,1.8,0.010,0.007,0.012, S ,4.5,0.011,0.010,0.012, S ,1.3,0.004,0.006,0.024, S ,7.7
20/06/11 11:00,0.001,0.002,0.003,0.022,1.82,0.12,0.013,SSW,8.4,0.002,0.002,0.024,1.81,0.04,0.009,SSW,8.8,0.001,0.001,0.002,0.021,0.012, S ,5.5,0.003,0.003,0.003,0.020,0.013,SSW,6.8,0.003,0.010,0.013,0.022,1.86,0.24,0.017,SSW,7.5,保守中,保守中,0.012,WNW,1.7,0.008,0.005,0.012, S ,4.7,0.007,0.009,0.014,SW ,1.4,0.004,0.008,0.023, S ,8.2
20/06/11 12:00,0.001,0.002,0.003,0.023,1.82,0.10,0.015,SW ,6.7,0.002,0.003,0.025,1.81,0.05,0.013,SSW,9.0,保守中,0.001,0.002,0.022,0.015, S ,5.0,0.003,0.003,0.004,0.020,0.018,SSW,6.4,0.004,0.009,0.012,0.021,1.89,0.20,0.026,SSW,7.1,0.014,0.015,0.013,WNW,1.7,0.008,0.006,0.012, S ,4.1,0.008,0.010,0.015, S ,1.2,0.004,0.007,0.024, S ,7.6
20/06/11 13:00,0.001,0.002,0.003,0.018,1.82,0.12,0.016,SW ,7.2,0.001,0.002,0.022,1.81,0.04,0.013,SW ,8.3,保守中,0.002,0.003,0.017,0.019, S ,5.5,0.003,0.003,0.003,0.016,0.017,SSW,7.0,0.003,0.009,0.010,0.015,1.83,0.15,0.019,SSW,7.3,0.016,0.013,0.018,WNW,1.8,0.006,0.005,0.015, S ,3.7,0.009,0.008,0.015,SSW,1.8,0.004,0.006,0.024, S ,7.0
20/06/11 14:00,保守中,保守中,保守中,保守中,保守中,保守中,0.016,SW ,7.2,0.002,0.003,0.018,1.81,0.04,0.015,SSW,7.9,0.001,0.002,0.003,0.014,0.017, S ,5.5,0.003,0.004,0.004,0.012,0.015,SSW,5.3,0.003,0.011,0.009,0.011,1.86,0.17,0.021,SSW,8.4,0.020,0.014,0.018, W ,1.3,0.009,0.008,0.016, S ,3.9,0.010,0.009,0.016,SSW,1.1,0.005,0.006,0.025, S ,7.5
20/06/11 15:00,保守中,保守中,保守中,0.010,保守中,保守中,0.018,SW ,6.3,0.002,0.004,0.014,1.81,0.05,0.021,SW ,6.8,0.001,0.002,0.004,0.010,0.020, S ,4.8,0.003,0.005,0.006,0.008,0.027,SSW,5.5,0.003,0.012,0.012,0.007,1.95,0.15,0.027,SSW,7.6,0.020,0.013,0.019,WNW,1.4,0.009,0.008,0.014, S ,3.5,0.010,0.012,0.023,SW ,1.8,0.006,0.008,0.022, S ,7.2
20/06/11 16:00,0.001,0.002,0.004,0.009,保守中,保守中,0.015,SW ,5.5,0.001,0.002,0.012,1.81,0.04,0.013,SW ,6.7,保守中,0.001,0.002,0.009,0.014, S ,3.7,0.003,0.002,0.004,0.008,0.021,SSW,5.4,0.002,0.011,0.012,0.005,1.85,0.14,0.017,SSW,6.7,0.017,0.010,0.015, W ,1.3,0.007,0.005,0.011, S ,3.3,0.008,0.008,0.018,SSW,1.3,0.006,0.010,0.014, S ,6.5
20/06/11 17:00,0.001,0.002,0.004,0.009,1.79,0.12,0.015,SW ,8.1,0.001,0.002,0.013,1.80,0.04,0.013,SW ,9.9,保守中,0.001,0.002,0.009,0.016, S ,4.9,0.002,0.004,0.005,0.007,0.013,SSW,5.7,0.003,0.009,0.009,0.006,1.86,0.28,0.015,SSW,8.4,0.016,0.010,0.015, W ,1.5,0.009,0.007,0.011, S ,3.7,0.010,0.009,0.014, S ,1.3,0.004,0.007,0.019, S ,7.9
20/06/11 18:00,0.001,0.001,0.005,0.008,1.79,0.11,0.009,SW ,7.0,0.000,0.002,0.014,1.80,0.04,0.009,SSW,6.8,0.001,0.001,0.002,0.010,0.011, S ,4.6,0.002,0.002,0.005,0.008,0.012,SSW,4.6,0.003,0.006,0.009,0.006,1.83,0.14,0.019,SSW,6.5,0.013,0.011,0.011, W ,1.2,0.004,0.005,0.010, S ,3.7,0.006,0.008,0.011,ENE,0.7,0.002,0.008,0.023, S ,7.2
20/06/11 19:00,0.001,0.001,0.008,0.011,1.80,0.11,0.019,SW ,4.5,0.001,0.005,0.014,1.81,0.05,0.017,SSW,5.4,0.001,0.001,0.005,0.011,0.021, S ,4.0,0.002,0.001,0.007,0.010,0.018,SSW,4.9,0.003,0.003,0.010,0.009,1.85,0.11,0.025,SSW,7.2,0.012,0.013,0.020, W ,1.1,0.003,0.007,0.017, S ,3.1,0.003,0.010,0.020,ESE,0.9,0.001,0.008,0.024, S ,6.7
20/06/11 20:00,0.001,0.001,0.008,0.012,1.81,0.10,0.012,SW ,3.6,0.000,0.005,0.015,1.82,0.06,0.011,SW ,4.1,0.001,0.001,0.005,0.012,0.014,SSW,2.0,0.002,0.000,0.006,0.011,0.017,SSW,3.4,0.003,0.004,0.012,0.009,1.91,0.13,0.016,SSW,5.7,0.009,0.012,0.012,WNW,0.9,0.003,0.006,0.010, S ,1.6,0.001,0.007,0.012,SW ,1.6,0.001,0.008,0.023, S ,4.9
20/06/11 21:00,0.001,0.000,0.004,0.015,1.81,0.10,0.011,WSW,4.2,0.000,0.003,0.018,1.82,0.06,0.014,SW ,5.2,0.001,0.000,0.003,0.015,0.017,SW ,3.3,0.002,0.001,0.005,0.013,0.013,SW ,4.1,0.003,0.004,0.012,0.009,1.96,0.11,0.013,SW ,5.2,0.004,0.007,0.012,WNW,1.1,0.002,0.005,0.011, S ,1.6,0.001,0.006,0.013,SW ,2.1,0.002,0.010,0.016, S ,4.5
20/06/11 22:00,0.001,0.000,0.003,0.017,1.80,0.08,0.013,WSW,4.3,0.000,0.004,0.019,1.82,0.06,0.012,SW ,4.6,0.001,0.000,0.003,0.016,0.013,SSW,2.0,0.002,0.001,0.004,0.014,0.008,SW ,4.0,0.002,0.002,0.008,0.015,2.19,0.16,0.009,WSW,4.9,0.003,0.006,0.013, N ,1.0,0.004,0.006,0.010, S ,1.4,0.002,0.006,0.009,SW ,2.0,0.001,0.005,0.010, S ,4.4
20/06/11 23:00,0.001,0.000,0.003,0.019,1.81,0.08,0.007,SW ,3.1,0.000,0.004,0.020,1.82,0.07,0.006,SW ,3.9,0.001,0.001,0.003,0.018,0.006, S ,2.5,0.003,0.000,0.003,0.017,0.007,SSW,3.4,0.002,0.001,0.008,0.016,1.97,0.09,0.003,SW ,5.2,0.005,0.008,0.008, W ,0.7,0.005,0.007,0.005, S ,1.8,0.001,0.006,0.005,ENE,0.5,0.000,0.006,0.007, S ,4.4
20/06/12 00:00,0.001,0.000,0.004,0.016,1.81,0.08,0.009,SW ,3.8,0.000,0.002,0.020,1.82,0.05,0.006,SSW,5.5,0.001,0.000,0.002,0.017,0.011, S ,3.1,0.003,0.000,0.003,0.014,0.013,SSW,3.3,0.002,0.003,0.014,0.009,1.89,0.08,0.014,SSW,6.0,0.005,0.009,0.010,WNW,0.8,0.003,0.006,0.007, S ,2.9,0.001,0.005,0.011,ENE,0.7,0.001,0.012,0.015, S ,5.4
20/06/12 01:00,0.001,0.000,0.006,0.011,1.81,0.09,0.008,SSW,5.6,0.000,0.005,0.014,1.81,0.05,0.008,SSW,5.3,0.001,0.001,0.004,0.011,0.010, S ,5.0,0.002,0.000,0.005,0.010,0.012,SSW,4.1,0.003,0.004,0.013,0.006,1.89,0.12,0.024,SSW,5.4,0.008,0.011,0.011,WNW,0.9,0.003,0.006,0.008, S ,2.9,0.001,0.006,0.010,ENE,0.6,0.001,0.009,0.017, S ,5.9
20/06/12 02:00,0.001,0.001,0.007,0.007,1.81,0.09,0.010,SSW,5.2,0.000,0.006,0.010,1.81,0.05,0.005,SSW,3.4,0.001,0.001,0.005,0.007,0.007, S ,2.0,0.002,0.001,0.006,0.007,0.017, S ,2.9,0.002,0.003,0.009,0.006,1.84,0.09,0.018,SSW,4.7,0.015,0.011,0.013,NW ,0.7,0.005,0.008,0.006, S ,1.5,0.001,0.007,0.014,NE ,0.5,0.001,0.008,0.019, S ,4.5
20/06/12 03:00,0.001,0.000,0.006,0.008,1.81,0.09,0.017,WSW,3.5,0.000,0.004,0.011,1.81,0.05,0.011,SW ,4.4,0.001,0.001,0.004,0.008,0.014,SW ,2.0,0.002,0.000,0.005,0.007,0.013,SW ,3.6,0.002,0.005,0.012,0.004,1.93,0.14,0.019,SW ,3.9,0.013,0.011,0.018,WNW,0.6,0.006,0.008,0.014, S ,1.4,0.001,0.007,0.015,SSW,0.9,0.002,0.009,0.021, S ,3.8
20/06/12 04:00,0.001,0.000,0.003,0.011,1.80,0.08,0.017, W ,2.4,0.000,0.003,0.012,1.80,0.05,0.018, W ,2.5,0.001,0.000,0.003,0.010,0.018,WNW,1.8,0.002,0.001,0.002,0.010,0.020,WSW,2.1,0.002,0.001,0.005,0.010,1.86,0.06,0.016,WSW,3.2,0.011,0.010,0.020,NNE,0.4,0.009,0.006,0.018,NE ,0.9,0.003,0.004,0.021,WSW,2.0,0.001,0.005,0.021, S ,2.0
20/06/12 05:00,0.001,0.000,0.005,0.008,1.81,0.09,0.013,WSW,2.1,0.000,0.005,0.009,1.80,0.06,0.010,WSW,1.8,0.001,0.001,0.005,0.006,0.014,WSW,1.2,0.002,0.002,0.006,0.006,0.014,SW ,1.9,0.002,0.004,0.008,0.006,1.87,0.05,0.010,SW ,2.2,0.013,0.010,0.015,NW ,0.3,0.010,0.010,0.011, S ,0.5,0.008,0.009,0.017,WSW,1.0,0.001,0.006,0.018, S ,1.8
20/06/12 06:00,0.001,0.002,0.007,0.007,1.83,0.11,0.007, W ,2.3,0.002,0.007,0.009,1.81,0.07,0.008,WSW,2.0,0.001,0.003,0.006,0.006,0.008,WNW,1.5,0.003,0.005,0.008,0.005,0.007,WSW,1.5,0.002,0.011,0.011,0.004,1.87,0.07,0.008,WSW,2.4,0.027,0.013,0.010,NNE,0.3,0.016,0.010,0.006,NNW,0.5,0.019,0.011,0.008,WSW,1.1,0.009,0.009,0.008,NW ,0.7
20/06/12 07:00,0.001,0.003,0.008,0.009,1.84,0.13,0.009,NW ,1.1,0.003,0.008,0.013,1.85,0.12,0.009,NW ,0.9,0.001,0.003,0.007,0.009,0.009,NNW,1.1,0.003,0.005,0.007,0.008,0.007,NW ,0.8,0.002,0.014,0.012,0.006,1.93,0.09,0.008,NW ,1.4,0.027,0.017,0.012,NNE,0.3,0.033,0.013,0.008,NNW,0.8,0.018,0.013,0.009,NNE,0.7,0.032,0.014,0.011,NNW,0.9
20/06/12 08:00,0.001,0.005,0.009,0.013,1.86,0.18,0.009, C ,0.4,0.005,0.008,0.019,1.86,0.13,0.011,NNE,0.6,0.001,0.004,0.008,0.013,0.010,SE ,1.0,0.003,0.008,0.009,0.010,0.011, W ,0.6,0.002,0.026,0.018,0.007,1.91,0.11,0.009,WSW,1.4,0.028,0.020,0.011,SW ,0.3,0.025,0.013,0.009, N ,0.7,0.015,0.014,0.008, C ,0.2,0.022,0.015,0.008, S ,0.8
20/06/12 09:00,0.002,0.004,0.007,0.019,1.85,0.41,0.008,WSW,2.1,0.003,0.007,0.026,1.85,0.12,0.008,SW ,2.1,0.001,0.004,0.008,0.019,0.010,SSE,2.6,0.003,0.006,0.008,0.014,0.007,SSW,1.8,0.002,0.022,0.017,0.012,1.91,0.13,0.017,SE ,1.5,0.016,0.019,0.009,NNW,0.6,0.025,0.015,0.007, S ,1.0,0.013,0.013,0.009,WSW,1.4,0.015,0.015,0.013,SSE,1.8
20/06/12 10:00,0.002,0.005,0.009,0.020,1.84,0.24,0.008,SSW,3.1,0.003,0.007,0.026,1.84,0.11,0.011,SW ,2.6,0.001,0.004,0.009,0.019,0.010,SSW,2.7,0.004,0.007,0.011,0.015,0.016, S ,1.0,0.003,0.021,0.022,0.012,1.85,0.21,0.021, S ,2.8,0.018,0.021,0.010,WNW,0.4,0.017,0.015,0.008, S ,2.2,0.017,0.018,0.009, E ,0.4,0.013,0.018,0.016, S ,2.5
20/06/12 11:00,0.002,0.004,0.011,0.020,1.84,0.18,0.010,SW ,3.5,保守中,保守中,保守中,保守中,保守中,0.010,SSW,4.2,0.001,0.004,0.011,0.019,0.011,SSW,2.1,0.004,0.007,0.011,0.017,0.008,SSW,2.3,0.003,0.017,0.023,0.014,1.84,0.25,0.015, S ,4.2,0.021,0.026,0.014, W ,0.7,0.023,0.020,0.008, S ,2.4,0.013,0.017,0.010,SW ,1.0,0.009,0.016,0.015,SSE,3.3
20/06/12 12:00,0.002,0.002,0.007,0.029,1.83,0.13,0.009,WSW,2.7,保守中,保守中,0.033,1.82,0.09,0.010,SW ,3.4,保守中,0.002,0.006,0.029,0.011,SSW,1.8,0.004,0.004,0.008,0.024,0.014,SSW,2.0,0.003,0.015,0.022,0.020,1.83,0.24,0.013,SSW,3.3,0.015,0.023,0.014,WNW,0.5,0.012,0.016,0.010, S ,1.2,0.012,0.016,0.013,ESE,0.7,0.006,0.014,0.012, S ,3.9
20/06/12 13:00,0.002,0.002,0.006,0.032,1.83,0.15,0.009,SSW,2.8,0.001,0.004,0.038,1.82,0.08,0.014,SW ,4.2,保守中,0.002,0.006,0.033,0.014, S ,2.2,0.004,0.002,0.006,0.027,0.014,SW ,2.8,0.002,0.009,0.018,0.024,1.82,0.14,0.011,SSW,3.8,0.011,0.023,0.012,WNW,0.7,0.009,0.015,0.011,SSE,1.5,0.006,0.016,0.013,SW ,1.4,0.004,0.010,0.013, S ,3.7
20/06/12 14:00,0.002,0.002,0.006,0.039,1.83,0.15,0.012,SSW,3.7,0.001,0.004,0.044,1.82,0.08,0.016,SSW,3.5,保守中,0.002,0.007,0.037,0.016, S ,3.0,0.004,0.003,0.008,0.031,0.015,SSW,2.2,0.003,0.008,0.017,0.029,1.82,0.19,0.017, S ,3.4,0.009,0.024,0.014, W ,0.7,0.011,0.015,0.012, S ,2.5,0.006,0.015,0.014,NE ,0.6,0.005,0.013,0.015,SSE,2.8
20/06/12 15:00,0.002,0.004,0.013,0.031,1.83,0.21,0.017,SSW,5.6,0.002,0.008,0.040,1.83,0.10,0.018,SSW,4.5,0.002,0.002,0.010,0.033,0.015, S ,4.2,0.005,0.007,0.014,0.023,0.012,SSW,3.6,0.003,0.011,0.023,0.025,1.83,0.27,0.020,SSW,5.2,0.009,0.025,0.019, W ,1.0,0.012,0.019,0.013, S ,2.8,0.006,0.018,0.015,SE ,0.6,0.006,0.016,0.016, S ,4.8
20/06/12 16:00,0.002,0.002,0.007,0.028,1.83,0.16,0.014,SW ,3.2,0.002,0.006,0.032,1.83,0.08,0.020,SSW,3.9,0.002,0.001,0.006,0.027,0.016, S ,2.9,0.004,0.003,0.009,0.021,0.023,SSW,2.9,0.003,0.012,0.020,0.018,1.82,0.20,0.020,SSW,4.0,0.012,0.021,0.016,WNW,0.9,0.009,0.014,0.015, S ,1.8,0.010,0.017,0.017,WSW,1.6,0.005,0.014,0.023, S ,4.4
20/06/12 17:00,0.001,0.002,0.007,0.025,1.83,0.16,0.016,WSW,3.7,0.001,0.005,0.031,1.82,0.08,0.021,SW ,3.9,0.002,0.001,0.005,0.027,0.018,SSW,2.3,0.004,0.002,0.007,0.022,0.015,SSW,2.9,0.003,0.013,0.022,0.014,1.83,0.24,0.020,WSW,3.4,0.011,0.020,0.017,WNW,0.7,0.005,0.010,0.014, S ,1.6,0.011,0.016,0.017,SW ,1.0,0.005,0.016,0.018, S ,3.4
20/06/12 18:00,0.002,0.001,0.006,0.026,1.83,0.14,0.015,SW ,2.6,0.001,0.004,0.030,1.83,0.08,0.018,SSW,3.6,0.002,0.001,0.005,0.027,0.013,SSW,1.9,0.004,0.002,0.008,0.021,0.013, S ,1.4,0.002,0.004,0.016,0.018,1.82,0.16,0.012,SSW,4.1,0.008,0.017,0.016,WNW,0.6,0.005,0.009,0.012, S ,1.6,0.010,0.019,0.015,NE ,0.5,0.001,0.011,0.015, S ,3.6
20/06/12 19:00,0.001,0.000,0.007,0.024,1.83,0.12,0.016,SW ,2.7,0.000,0.005,0.028,1.84,0.08,0.018,SW ,3.7,0.002,0.000,0.005,0.025,0.016, S ,1.9,0.004,0.001,0.008,0.018,0.016,SSW,2.0,0.003,0.004,0.020,0.011,1.81,0.13,0.019,SSW,2.5,0.005,0.015,0.015,WSW,0.6,0.003,0.009,0.012, S ,1.4,0.003,0.012,0.015, S ,0.4,0.001,0.018,0.019, S ,2.9
20/06/12 20:00,0.001,0.000,0.007,0.021,1.84,0.12,0.013,WSW,2.8,0.000,0.005,0.025,1.84,0.08,0.017,SSW,3.1,0.002,0.000,0.005,0.021,0.016,SSW,1.7,0.004,0.001,0.008,0.016,0.014,SSW,2.0,0.004,0.006,0.023,0.006,1.84,0.17,0.020,SSW,2.2,0.004,0.013,0.015, C ,0.2,0.003,0.009,0.014, S ,1.1,0.001,0.010,0.014,SSW,0.4,0.006,0.020,0.023, S ,2.6
20/06/12 21:00,0.001,0.000,0.007,0.020,1.85,0.11,0.014,WSW,1.4,0.000,0.005,0.023,1.85,0.08,0.017,SW ,1.3,0.002,0.000,0.004,0.021,0.014,SW ,1.5,0.004,0.002,0.012,0.012,0.022,SE ,1.0,0.004,0.007,0.024,0.002,1.85,0.20,0.018, S ,1.4,0.003,0.013,0.013, C ,0.1,0.005,0.010,0.012, S ,0.6,0.002,0.013,0.016, C ,0.1,0.008,0.024,0.025,SSE,1.2
20/06/12 22:00,0.003,0.005,0.022,0.004,1.89,0.23,0.023, S ,2.4,0.000,0.007,0.020,1.86,0.09,0.016, S ,1.9,0.002,0.001,0.011,0.014,0.016, S ,1.5,0.006,0.011,0.021,0.003,0.025, S ,0.9,0.003,0.008,0.023,0.002,1.83,0.25,0.018, S ,1.8,0.010,0.023,0.022, W ,0.3,0.008,0.020,0.014, S ,1.2,0.013,0.023,0.031, C ,0.2,0.015,0.024,0.037,SSE,1.5
20/06/12 23:00,0.003,0.009,0.024,0.002,1.92,0.24,0.028,SSW,0.7,0.000,0.013,0.014,1.91,0.15,0.020,NW ,0.5,0.002,0.001,0.013,0.009,0.022,NW ,0.5,0.004,0.021,0.022,0.003,0.043, C ,0.4,0.003,0.010,0.023,0.002,1.83,0.29,0.047,SSW,1.0,0.020,0.024,0.027, E ,0.3,0.010,0.022,0.015,NNW,0.4,0.023,0.022,0.036,NE ,0.4,0.011,0.022,0.027,NNE,0.8
20/06/13 00:00,0.001,0.002,0.019,0.006,1.92,0.20,0.017,WNW,0.5,0.000,0.010,0.016,1.90,0.14,0.014,NW ,1.0,0.002,0.000,0.008,0.013,0.014,NW ,0.9,0.003,0.013,0.022,0.002,0.028, W ,0.8,0.002,0.022,0.023,0.001,1.85,0.24,0.020, C ,0.2,0.008,0.021,0.015, C ,0.1,0.003,0.015,0.010,WNW,0.3,0.017,0.022,0.027, N ,0.4,0.035,0.024,0.035,NE ,0.3
20/06/13 01:00,0.001,0.001,0.014,0.009,1.90,0.24,0.014,NNE,0.8,0.001,0.015,0.011,1.91,0.17,0.017, N ,2.0,0.002,0.001,0.012,0.010,0.015, N ,1.8,0.003,0.006,0.020,0.003,0.021, C ,0.0,0.002,0.027,0.025,0.001,1.87,0.23,0.018,ENE,1.4,0.009,0.020,0.014, E ,0.5,0.002,0.015,0.012,NW ,1.3,0.010,0.022,0.020, C ,0.0,0.024,0.024,0.027, C ,0.2
20/06/13 02:00,0.002,0.042,0.026,0.001,2.08,0.27,0.023, E ,2.6,保守中,保守中,0.010,1.97,0.18,0.013, N ,1.1,0.002,0.001,0.016,0.007,0.014, N ,1.6,0.004,保守中,保守中,0.002,0.026,ENE,0.9,0.002,0.022,0.025,0.001,1.91,0.21,0.013, E ,1.6,0.047,0.026,0.023,ESE,0.8,保守中,保守中,0.013,NNW,0.6,0.019,0.023,0.024, C ,0.2,保守中,保守中,0.022,SE ,0.3
