全国地方公共団体コード,ID,地方公共団体名,地区名,ゴミの品目,ゴミの品目_英字,分別区分,備考
133035,133035GMLT000688,瑞穂町,全域,ゲーム機（家庭用） 50cm未満のもの,Game consoles (for home use) Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000690,瑞穂町,全域,ゲームソフト カセット型,Game software Cassette type,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000691,瑞穂町,全域,ゲームソフト CD・DVD,Game Software CDs & DVDs,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000720,瑞穂町,全域,高圧洗浄機,High-pressure cleaner,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002046,瑞穂町,全域,高枝切りばさみ,Pruning shears,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000721,瑞穂町,全域,工具箱 木,Tool Box Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000722,瑞穂町,全域,工具箱 金属,"Toolbox, metal",金属,バケツ・カゴなどに入れる
133035,133035GMLT000723,瑞穂町,全域,工具箱 プラスチック,Tool Box Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000724,瑞穂町,全域,広告紙,Advertising paper,雑がみ,紙袋・紙の空き箱などに入れるかひもでしばる
133035,133035GMLT000736,瑞穂町,全域,固形石けん・粉石けん,Solid soap and soap powder,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000739,瑞穂町,全域,こたつ（本体）,Kotatsu (main unit),粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000741,瑞穂町,全域,こたつ掛けぶとん,Cover for kotatsu,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000742,瑞穂町,全域,こたつ掛け毛布,Blanket for kotatsu,布,透明又は半透明の袋に入れる
133035,133035GMLT000744,瑞穂町,全域,こたつ敷き 50cm以上のもの,Kotatsu mat 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000743,瑞穂町,全域,こたつ敷き 50cm未満のもの,Kotatsu mats less than 50 cm,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000745,瑞穂町,全域,こたつの電熱器具,Electric heating appliance for kotatsu,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000740,瑞穂町,全域,こたつ板・天板,Kotatsu board/top,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000749,瑞穂町,全域,コップ ガラス,Cup Glass,ガラス,バケツ・カゴなどに入れる
133035,133035GMLT000748,瑞穂町,全域,コップ 金属,Cups Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT000746,瑞穂町,全域,コップ 紙・プラスチック（使い捨て）,"Cups Paper, plastic (disposable)",燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000747,瑞穂町,全域,コップ プラスチック・陶器,"Cups Plastic, Ceramic",燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000753,瑞穂町,全域,コテ（ヘアアイロン）,Iron (hair iron),燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000751,瑞穂町,全域,コテ 木,Iron,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000750,瑞穂町,全域,コテ 金属,Iron Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT000752,瑞穂町,全域,コテ 電気式,Iron Electric,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000756,瑞穂町,全域,子供用乗り物（自転車・三輪車）,Children's vehicles (bicycles and tricycles),粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000757,瑞穂町,全域,粉ミルクの缶,Powdered milk can,カン,中身をカラにし、きれいに洗って、バケツ・カゴなどに入れる
133035,133035GMLT000758,瑞穂町,全域,小鉢,Small bowl,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000762,瑞穂町,全域,コピー機（大型）,Copy machine (large size),処理できません,販売店又は専門業者へ相談してください
133035,133035GMLT000764,瑞穂町,全域,コピー機（家庭用小型） 50cm以上のもの,Copy machine (small size for home use) 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000763,瑞穂町,全域,コピー機（家庭用小型） 50cm未満のもの,Copy machine (small size for home use) Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000765,瑞穂町,全域,コピー用紙,Copier paper,雑がみ,紙袋・紙の空き箱などに入れるかひもでしばる
133035,133035GMLT000770,瑞穂町,全域,小麦粉の袋 紙,Flour bags Paper,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000771,瑞穂町,全域,小麦粉の袋 ビニール,Flour bag Vinyl,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT000777,瑞穂町,全域,米びつ 50cm以上のもの,Rice bin 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000778,瑞穂町,全域,米びつ付きストッカー,Stocker with rice bin,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000776,瑞穂町,全域,米びつ プラスチック,Rice bin plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000780,瑞穂町,全域,米袋 紙,Rice bags Paper,雑がみ,紙袋・紙の空き箱などに入れるかひもでしばる
133035,133035GMLT000781,瑞穂町,全域,米袋 紙（コーティングされているもの）,Rice bags Paper (coated),燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000779,瑞穂町,全域,米袋 ビニール,Rice bag Vinyl,容器包装プラスチック,きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT000782,瑞穂町,全域,コルク,Cork,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000783,瑞穂町,全域,コルク抜き 金属,Corkscrew,金属,バケツ・カゴなどに入れる
133035,133035GMLT000784,瑞穂町,全域,コルクボード,Cork board,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000791,瑞穂町,全域,コンクリート・ブロック,Concrete block,処理できません,販売店又は専門業者へ相談してください
133035,133035GMLT000792,瑞穂町,全域,コンセント,Outlet,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000793,瑞穂町,全域,コンドーム,Condom,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000794,瑞穂町,全域,コンパクト 鏡付き,Compact with mirror,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000795,瑞穂町,全域,コンパクト 鏡なし,Compact without mirror,容器包装プラスチック,きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT000796,瑞穂町,全域,コンパス 金属,Compass Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT000797,瑞穂町,全域,コンパス 複合素材,Compass Composite materials,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000798,瑞穂町,全域,コンパネ,Control panel,粗大ごみ,リサイクルプラザに申込む ※業者による取替えや、工事によって発生したものは処理できません
133035,133035GMLT000799,瑞穂町,全域,コンビラック 椅子やゆりかごになるもの,Combi racks that can be used as chairs or cradles,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000801,瑞穂町,全域,コンプレッサー（家庭用） 50cm以上のもの,Compressor (for household use) 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000800,瑞穂町,全域,コンプレッサー（家庭用） 50cm未満のもの,Compressor (for household use) Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000803,瑞穂町,全域,コンポ 50cm以上のもの,Component 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000802,瑞穂町,全域,コンポ 50cm未満のもの,Component Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000804,瑞穂町,全域,コンポスター,Composter,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000728,瑞穂町,全域,コースター 金属,Coaster Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT000730,瑞穂町,全域,コースター 布・木,"Coaster, cloth, wood",燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000729,瑞穂町,全域,コースター プラスチック・複合素材,Coasters Plastic and composite materials,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000731,瑞穂町,全域,コート 布,Coat Cloth,布,透明又は半透明の袋に入れる
133035,133035GMLT000732,瑞穂町,全域,コード（電気）,Cord (electric),金属,バケツ・カゴなどに入れる
133035,133035GMLT000733,瑞穂町,全域,コードリール,Cord reel,燃やせないごみ,町指定収集袋（水色） ※コードは金属へ
133035,133035GMLT000734,瑞穂町,全域,コーヒーミルクの容器 ビニール・プラスチック,Coffee milk containers Vinyl/plastic,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT000735,瑞穂町,全域,コーヒーメーカー,Coffee maker,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000719,瑞穂町,全域,碁石 ガラス,Go stone Glass,ガラス,バケツ・カゴなどに入れる
133035,133035GMLT000718,瑞穂町,全域,碁石 プラスチック・石・貝,"Go stones Plastic, stone, shell",燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000725,瑞穂町,全域,合成紙,Synthetic paper,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000726,瑞穂町,全域,合成皮革製品,Synthetic leather products,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000738,瑞穂町,全域,ござ 50cm以上のもの,50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000737,瑞穂町,全域,ござ 50cm未満のもの,A throne less than 50 cm,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000761,瑞穂町,全域,碁盤 50cm以上のもの,Go board 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000759,瑞穂町,全域,碁盤 木,Go board Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000760,瑞穂町,全域,碁盤 プラスチック,Go board plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000769,瑞穂町,全域,ごみ箱 50cm以上のもの,Garbage cans 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000768,瑞穂町,全域,ごみ箱 木,Garbage can Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000766,瑞穂町,全域,ごみ箱 金属,Garbage can Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT000767,瑞穂町,全域,ごみ箱 プラスチック,Garbage can Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000772,瑞穂町,全域,ゴム製品,Rubber goods,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000773,瑞穂町,全域,ゴム手袋,Rubber gloves,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000774,瑞穂町,全域,ゴム長靴,Rubber boots,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000775,瑞穂町,全域,ゴムボート,Rubber boat,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000785,瑞穂町,全域,ゴルフクラブ,Golf club,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000786,瑞穂町,全域,ゴルフシューズ,Golf shoes,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000787,瑞穂町,全域,ゴルフバッグ,Golf bag,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000788,瑞穂町,全域,ゴルフボール,Golf ball,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000790,瑞穂町,全域,ゴルフマット 50cm以上のもの,Golf mats 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000789,瑞穂町,全域,ゴルフマット 50cm未満のもの,Golf mats less than 50 cm,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000727,瑞穂町,全域,ゴーグル,Goggles,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT000808,瑞穂町,全域,サイクリングマシーン,Cycling machine,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000811,瑞穂町,全域,サイドボード,Sideboards,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000812,瑞穂町,全域,財布,Purse,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000813,瑞穂町,全域,サウナ,Sauna,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT000816,瑞穂町,全域,魚焼き器 50cm以上のもの,Fish oven 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
