地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,従業者規模／１～４人／事業所数（事業所）,従業者規模／５～９人／事業所数（事業所）,従業者規模／10～19人／事業所数（事業所）,従業者規模／20～29人／事業所数（事業所）,従業者規模／30～49人／事業所数（事業所）,従業者規模／50～99人／事業所数（事業所）,従業者規模／100～199人／事業所数（事業所）,従業者規模／200～299人／事業所数（事業所）,従業者規模／300～499人／事業所数（事業所）,従業者規模／500人以上／事業所数（事業所）,従業者規模／出向・派遣従業者のみ／事業所数（事業所）
3,1322301300,武蔵村山市,榎,,榎,311,99,99,50,30,17,7,-,-,2,2,5
4,1322301301,武蔵村山市,榎,榎１丁目,榎１丁目,192,35,77,32,23,11,6,-,-,1,2,5
4,1322301302,武蔵村山市,榎,榎２丁目,榎２丁目,56,33,10,8,3,2,-,-,-,-,-,-
4,1322301303,武蔵村山市,榎,榎３丁目,榎３丁目,63,31,12,10,4,4,1,-,-,1,-,-
3,1322301400,武蔵村山市,学園,,学園,259,155,48,35,9,5,1,1,1,2,-,2
4,1322301401,武蔵村山市,学園,学園１丁目,学園１丁目,64,38,13,11,2,-,-,-,-,-,-,-
4,1322301402,武蔵村山市,学園,学園２丁目,学園２丁目,18,9,1,6,-,1,-,-,-,1,-,-
4,1322301403,武蔵村山市,学園,学園３丁目,学園３丁目,127,83,25,11,3,2,1,-,1,-,-,1
4,1322301404,武蔵村山市,学園,学園４丁目,学園４丁目,27,13,7,4,1,-,-,1,-,1,-,-
4,1322301405,武蔵村山市,学園,学園５丁目,学園５丁目,23,12,2,3,3,2,-,-,-,-,-,1
3,1322301500,武蔵村山市,大南,,大南,328,222,55,29,8,9,3,1,-,-,-,1
4,1322301501,武蔵村山市,大南,大南１丁目,大南１丁目,109,72,18,7,7,4,-,-,-,-,-,1
4,1322301502,武蔵村山市,大南,大南２丁目,大南２丁目,68,45,13,6,-,3,1,-,-,-,-,-
4,1322301503,武蔵村山市,大南,大南３丁目,大南３丁目,84,52,17,10,1,2,2,-,-,-,-,-
4,1322301504,武蔵村山市,大南,大南４丁目,大南４丁目,30,21,5,3,-,-,-,1,-,-,-,-
4,1322301505,武蔵村山市,大南,大南５丁目,大南５丁目,37,32,2,3,-,-,-,-,-,-,-,-
3,1322301600,武蔵村山市,緑が丘,,緑が丘,38,19,8,8,-,3,-,-,-,-,-,-
2,1322400000,多摩市,,,多摩市,3597,1621,761,574,244,200,87,43,19,12,11,25
3,1322400100,多摩市,関戸,,関戸,704,294,183,113,55,30,11,3,3,1,2,9
4,1322400101,多摩市,関戸,関戸,関戸,-,-,-,-,-,-,-,-,-,-,-,-
4,1322400102,多摩市,関戸,関戸１丁目,関戸１丁目,250,72,74,47,24,14,6,1,3,1,2,6
4,1322400103,多摩市,関戸,関戸２丁目,関戸２丁目,173,75,44,29,15,9,1,-,-,-,-,-
4,1322400104,多摩市,関戸,関戸３丁目,関戸３丁目,15,12,2,1,-,-,-,-,-,-,-,-
4,1322400105,多摩市,関戸,関戸４丁目,関戸４丁目,199,102,47,27,11,6,2,2,-,-,-,2
4,1322400106,多摩市,関戸,関戸５丁目,関戸５丁目,41,26,7,4,3,-,1,-,-,-,-,-
4,1322400107,多摩市,関戸,関戸６丁目,関戸６丁目,26,7,9,5,2,1,1,-,-,-,-,1
3,1322400200,多摩市,連光寺,,連光寺,104,59,15,10,7,5,4,2,1,1,-,-
4,1322400201,多摩市,連光寺,連光寺,連光寺,4,-,-,2,-,-,1,1,-,-,-,-
4,1322400202,多摩市,連光寺,連光寺１丁目,連光寺１丁目,27,18,4,2,1,-,1,-,-,1,-,-
4,1322400203,多摩市,連光寺,連光寺２丁目,連光寺２丁目,30,17,3,2,2,3,1,1,1,-,-,-
4,1322400204,多摩市,連光寺,連光寺３丁目,連光寺３丁目,17,10,1,1,2,2,1,-,-,-,-,-
4,1322400205,多摩市,連光寺,連光寺４丁目,連光寺４丁目,4,2,2,-,-,-,-,-,-,-,-,-
4,1322400206,多摩市,連光寺,連光寺５丁目,連光寺５丁目,7,2,3,1,1,-,-,-,-,-,-,-
4,1322400207,多摩市,連光寺,連光寺６丁目,連光寺６丁目,15,10,2,2,1,-,-,-,-,-,-,-
3,1322400300,多摩市,貝取,,貝取,23,10,5,3,3,1,-,1,-,-,-,-
3,1322400400,多摩市,乞田,,乞田,111,52,18,19,10,7,3,1,-,-,-,1
3,1322400500,多摩市,和田,,和田,177,90,32,24,10,12,5,1,2,-,-,1
3,1322400600,多摩市,百草,,百草,16,14,2,-,-,-,-,-,-,-,-,-
3,1322400700,多摩市,落川,,落川,23,15,5,1,2,-,-,-,-,-,-,-
3,1322400800,多摩市,東寺方,,東寺方,43,29,8,3,-,1,1,1,-,-,-,-
3,1322400900,多摩市,東寺方,,東寺方,32,19,6,4,3,-,-,-,-,-,-,-
4,1322400901,多摩市,東寺方,東寺方１丁目,東寺方１丁目,32,19,6,4,3,-,-,-,-,-,-,-
4,1322400902,多摩市,東寺方,東寺方３丁目,東寺方３丁目,-,-,-,-,-,-,-,-,-,-,-,-
3,1322401000,多摩市,一ノ宮,,一ノ宮,183,112,31,18,10,9,2,1,-,-,-,-
4,1322401001,多摩市,一ノ宮,一ノ宮,一ノ宮,-,-,-,-,-,-,-,-,-,-,-,-
4,1322401002,多摩市,一ノ宮,一ノ宮１丁目,一ノ宮１丁目,54,38,6,4,1,4,1,-,-,-,-,-
4,1322401003,多摩市,一ノ宮,一ノ宮２丁目,一ノ宮２丁目,51,27,14,4,3,2,1,-,-,-,-,-
4,1322401004,多摩市,一ノ宮,一ノ宮３丁目,一ノ宮３丁目,51,28,7,7,5,3,-,1,-,-,-,-
4,1322401005,多摩市,一ノ宮,一ノ宮４丁目,一ノ宮４丁目,27,19,4,3,1,-,-,-,-,-,-,-
3,1322401100,多摩市,桜ケ丘,,桜ケ丘,66,47,11,6,1,1,-,-,-,-,-,-
4,1322401101,多摩市,桜ケ丘,桜ケ丘１丁目,桜ケ丘１丁目,19,16,2,1,-,-,-,-,-,-,-,-
4,1322401102,多摩市,桜ケ丘,桜ケ丘２丁目,桜ケ丘２丁目,28,21,5,2,-,-,-,-,-,-,-,-
4,1322401103,多摩市,桜ケ丘,桜ケ丘３丁目,桜ケ丘３丁目,4,3,-,1,-,-,-,-,-,-,-,-
4,1322401104,多摩市,桜ケ丘,桜ケ丘４丁目,桜ケ丘４丁目,15,7,4,2,1,1,-,-,-,-,-,-
3,1322401200,多摩市,聖ケ丘,,聖ケ丘,62,39,9,8,2,3,-,-,1,-,-,-
4,1322401201,多摩市,聖ケ丘,聖ケ丘１丁目,聖ケ丘１丁目,11,7,2,1,-,1,-,-,-,-,-,-
4,1322401202,多摩市,聖ケ丘,聖ケ丘２丁目,聖ケ丘２丁目,26,17,3,4,2,-,-,-,-,-,-,-
4,1322401203,多摩市,聖ケ丘,聖ケ丘３丁目,聖ケ丘３丁目,13,10,1,2,-,-,-,-,-,-,-,-
4,1322401204,多摩市,聖ケ丘,聖ケ丘４丁目,聖ケ丘４丁目,10,4,3,-,-,2,-,-,1,-,-,-
4,1322401205,多摩市,聖ケ丘,聖ケ丘５丁目,聖ケ丘５丁目,2,1,-,1,-,-,-,-,-,-,-,-
3,1322401300,多摩市,馬引沢,,馬引沢,70,39,15,8,4,4,-,-,-,-,-,-
4,1322401301,多摩市,馬引沢,馬引沢１丁目,馬引沢１丁目,35,22,5,4,2,2,-,-,-,-,-,-
4,1322401302,多摩市,馬引沢,馬引沢２丁目,馬引沢２丁目,35,17,10,4,2,2,-,-,-,-,-,-
3,1322401400,多摩市,山王下,,山王下,56,19,10,16,5,2,2,1,-,-,-,1
4,1322401401,多摩市,山王下,山王下１丁目,山王下１丁目,49,18,10,14,4,1,-,1,-,-,-,1
4,1322401402,多摩市,山王下,山王下２丁目,山王下２丁目,7,1,-,2,1,1,2,-,-,-,-,-
3,1322401500,多摩市,中沢,,中沢,41,19,5,6,4,2,-,2,-,2,1,-
4,1322401501,多摩市,中沢,中沢１丁目,中沢１丁目,12,4,2,-,2,1,-,2,-,1,-,-
4,1322401502,多摩市,中沢,中沢２丁目,中沢２丁目,29,15,3,6,2,1,-,-,-,1,1,-
3,1322401600,多摩市,唐木田,,唐木田,104,47,16,18,7,8,4,2,2,-,-,-
4,1322401601,多摩市,唐木田,唐木田１丁目,唐木田１丁目,80,44,11,15,4,4,1,1,-,-,-,-
4,1322401602,多摩市,唐木田,唐木田２丁目,唐木田２丁目,7,-,2,-,-,3,1,-,1,-,-,-
4,1322401603,多摩市,唐木田,唐木田３丁目,唐木田３丁目,17,3,3,3,3,1,2,1,1,-,-,-
3,1322401700,多摩市,諏訪,,諏訪,120,54,20,20,10,8,3,4,-,1,-,-
4,1322401701,多摩市,諏訪,諏訪１丁目,諏訪１丁目,50,25,8,10,4,1,1,1,-,-,-,-
4,1322401702,多摩市,諏訪,諏訪２丁目,諏訪２丁目,25,10,3,5,2,1,1,2,-,1,-,-
4,1322401703,多摩市,諏訪,諏訪３丁目,諏訪３丁目,9,4,1,3,-,1,-,-,-,-,-,-
4,1322401704,多摩市,諏訪,諏訪４丁目,諏訪４丁目,9,4,2,-,1,1,1,-,-,-,-,-
4,1322401705,多摩市,諏訪,諏訪５丁目,諏訪５丁目,22,11,5,1,3,2,-,-,-,-,-,-
4,1322401706,多摩市,諏訪,諏訪６丁目,諏訪６丁目,5,-,1,1,-,2,-,1,-,-,-,-
3,1322401800,多摩市,永山,,永山,408,154,88,77,32,26,14,9,3,-,2,3
4,1322401801,多摩市,永山,永山１丁目,永山１丁目,222,70,55,53,17,17,7,1,-,-,1,1
4,1322401802,多摩市,永山,永山２丁目,永山２丁目,29,12,9,5,-,1,-,-,1,-,-,1
4,1322401803,多摩市,永山,永山３丁目,永山３丁目,17,5,3,3,3,1,1,1,-,-,-,-
4,1322401804,多摩市,永山,永山４丁目,永山４丁目,29,21,3,3,-,-,2,-,-,-,-,-
4,1322401805,多摩市,永山,永山５丁目,永山５丁目,21,16,5,-,-,-,-,-,-,-,-,-
4,1322401806,多摩市,永山,永山６丁目,永山６丁目,69,23,10,9,11,5,2,6,1,-,1,1
4,1322401807,多摩市,永山,永山７丁目,永山７丁目,21,7,3,4,1,2,2,1,1,-,-,-
3,1322401900,多摩市,貝取,,貝取,101,52,20,17,7,1,4,-,-,-,-,-
4,1322401901,多摩市,貝取,貝取１丁目,貝取１丁目,67,32,15,10,7,1,2,-,-,-,-,-
4,1322401902,多摩市,貝取,貝取２丁目,貝取２丁目,14,11,3,-,-,-,-,-,-,-,-,-
4,1322401903,多摩市,貝取,貝取３丁目,貝取３丁目,5,-,-,4,-,-,1,-,-,-,-,-
4,1322401904,多摩市,貝取,貝取４丁目,貝取４丁目,12,7,2,3,-,-,-,-,-,-,-,-
4,1322401905,多摩市,貝取,貝取５丁目,貝取５丁目,3,2,-,-,-,-,1,-,-,-,-,-
3,1322402000,多摩市,豊ケ丘,,豊ケ丘,124,79,24,14,2,3,2,-,-,-,-,-
4,1322402001,多摩市,豊ケ丘,豊ケ丘１丁目,豊ケ丘１丁目,78,53,13,8,2,1,1,-,-,-,-,-
4,1322402002,多摩市,豊ケ丘,豊ケ丘２丁目,豊ケ丘２丁目,11,9,1,1,-,-,-,-,-,-,-,-
4,1322402003,多摩市,豊ケ丘,豊ケ丘３丁目,豊ケ丘３丁目,11,8,2,1,-,-,-,-,-,-,-,-
4,1322402004,多摩市,豊ケ丘,豊ケ丘４丁目,豊ケ丘４丁目,16,5,6,2,-,2,1,-,-,-,-,-
4,1322402005,多摩市,豊ケ丘,豊ケ丘５丁目,豊ケ丘５丁目,6,2,2,2,-,-,-,-,-,-,-,-
4,1322402006,多摩市,豊ケ丘,豊ケ丘６丁目,豊ケ丘６丁目,2,2,-,-,-,-,-,-,-,-,-,-
3,1322402100,多摩市,落合,,落合,631,209,158,123,50,51,16,9,3,2,3,7
4,1322402101,多摩市,落合,落合１丁目,落合１丁目,458,139,111,95,41,41,11,8,3,2,3,4
4,1322402102,多摩市,落合,落合２丁目,落合２丁目,66,14,24,13,5,4,3,-,-,-,-,3
4,1322402103,多摩市,落合,落合３丁目,落合３丁目,32,15,8,6,1,1,1,-,-,-,-,-
4,1322402104,多摩市,落合,落合４丁目,落合４丁目,21,9,6,2,2,1,-,1,-,-,-,-
4,1322402105,多摩市,落合,落合５丁目,落合５丁目,10,7,-,2,-,-,1,-,-,-,-,-
4,1322402106,多摩市,落合,落合６丁目,落合６丁目,44,25,9,5,1,4,-,-,-,-,-,-
3,1322402200,多摩市,鶴牧,,鶴牧,218,87,46,33,15,14,10,2,2,4,3,2
4,1322402201,多摩市,鶴牧,鶴牧１丁目,鶴牧１丁目,121,37,27,25,10,10,5,1,1,3,1,1
4,1322402202,多摩市,鶴牧,鶴牧２丁目,鶴牧２丁目,40,10,9,5,4,3,3,1,1,1,2,1
4,1322402203,多摩市,鶴牧,鶴牧３丁目,鶴牧３丁目,18,13,3,1,1,-,-,-,-,-,-,-
4,1322402204,多摩市,鶴牧,鶴牧４丁目,鶴牧４丁目,4,4,-,-,-,-,-,-,-,-,-,-
4,1322402205,多摩市,鶴牧,鶴牧５丁目,鶴牧５丁目,24,17,4,-,-,1,2,-,-,-,-,-
4,1322402206,多摩市,鶴牧,鶴牧６丁目,鶴牧６丁目,11,6,3,2,-,-,-,-,-,-,-,-
3,1322402300,多摩市,南野,,南野,79,40,9,12,3,6,3,3,2,-,-,1
4,1322402301,多摩市,南野,南野１丁目,南野１丁目,14,2,2,1,1,1,2,3,2,-,-,-
4,1322402302,多摩市,南野,南野２丁目,南野２丁目,38,24,4,6,1,2,-,-,-,-,-,1
4,1322402303,多摩市,南野,南野３丁目,南野３丁目,27,14,3,5,1,3,1,-,-,-,-,-
3,1322402400,多摩市,和田３丁目,,和田３丁目,8,4,1,1,-,2,-,-,-,-,-,-
3,1322402500,多摩市,愛宕,,愛宕,93,38,24,20,2,4,3,1,-,1,-,-
4,1322402501,多摩市,愛宕,愛宕１丁目,愛宕１丁目,10,4,3,3,-,-,-,-,-,-,-,-
4,1322402502,多摩市,愛宕,愛宕２丁目,愛宕２丁目,1,-,-,-,-,-,1,-,-,-,-,-
4,1322402503,多摩市,愛宕,愛宕３丁目,愛宕３丁目,3,-,1,1,-,1,-,-,-,-,-,-
4,1322402504,多摩市,愛宕,愛宕４丁目,愛宕４丁目,79,34,20,16,2,3,2,1,-,1,-,-
2,1322500000,稲城市,,,稲城市,2072,1179,398,253,97,67,44,18,5,2,2,7
3,1322500100,稲城市,矢野口,,矢野口,464,265,85,62,16,21,7,3,1,1,2,1
3,1322500200,稲城市,東長沼,,東長沼,410,216,95,58,21,11,7,-,-,-,-,2
3,1322500300,稲城市,大丸,,大丸,301,183,49,40,13,5,5,1,2,-,-,3
3,1322500400,稲城市,百村,,百村,139,75,28,17,5,5,7,2,-,-,-,-
3,1322500500,稲城市,坂浜,,坂浜,157,100,25,16,7,4,3,1,-,1,-,-
3,1322500600,稲城市,平尾,,平尾,196,133,36,14,5,5,2,1,-,-,-,-
4,1322500601,稲城市,平尾,平尾,平尾,11,6,2,2,-,-,1,-,-,-,-,-
4,1322500602,稲城市,平尾,平尾１丁目,平尾１丁目,80,56,15,6,2,1,-,-,-,-,-,-
4,1322500603,稲城市,平尾,平尾２丁目,平尾２丁目,73,50,14,4,2,2,-,1,-,-,-,-
4,1322500604,稲城市,平尾,平尾３丁目,平尾３丁目,32,21,5,2,1,2,1,-,-,-,-,-
3,1322500700,稲城市,押立,,押立,139,85,26,12,5,5,4,-,1,-,-,1
3,1322500800,稲城市,向陽台,,向陽台,77,39,17,11,4,3,1,2,-,-,-,-
4,1322500801,稲城市,向陽台,向陽台１丁目,向陽台１丁目,3,2,1,-,-,-,-,-,-,-,-,-
4,1322500802,稲城市,向陽台,向陽台２丁目,向陽台２丁目,5,2,2,1,-,-,-,-,-,-,-,-
4,1322500803,稲城市,向陽台,向陽台３丁目,向陽台３丁目,31,11,8,9,1,1,-,1,-,-,-,-
4,1322500804,稲城市,向陽台,向陽台４丁目,向陽台４丁目,6,5,1,-,-,-,-,-,-,-,-,-
4,1322500805,稲城市,向陽台,向陽台５丁目,向陽台５丁目,13,9,2,1,-,-,1,-,-,-,-,-
4,1322500806,稲城市,向陽台,向陽台６丁目,向陽台６丁目,19,10,3,-,3,2,-,1,-,-,-,-
3,1322500900,稲城市,長峰,,長峰,30,21,5,1,2,-,1,-,-,-,-,-
4,1322500901,稲城市,長峰,長峰１丁目,長峰１丁目,3,1,1,-,1,-,-,-,-,-,-,-
4,1322500902,稲城市,長峰,長峰２丁目,長峰２丁目,18,11,4,1,1,-,1,-,-,-,-,-
4,1322500903,稲城市,長峰,長峰３丁目,長峰３丁目,9,9,-,-,-,-,-,-,-,-,-,-
3,1322501000,稲城市,若葉台,,若葉台,159,62,32,22,19,8,7,8,1,-,-,-
4,1322501001,稲城市,若葉台,若葉台１丁目,若葉台１丁目,36,21,5,5,1,2,1,1,-,-,-,-
4,1322501002,稲城市,若葉台,若葉台２丁目,若葉台２丁目,88,26,23,14,14,3,4,4,-,-,-,-
4,1322501003,稲城市,若葉台,若葉台３丁目,若葉台３丁目,19,4,4,1,3,2,1,3,1,-,-,-
4,1322501004,稲城市,若葉台,若葉台４丁目,若葉台４丁目,16,11,-,2,1,1,1,-,-,-,-,-
2,1322700000,羽村市,,,羽村市,1944,1110,351,256,94,67,36,22,2,-,3,3
3,1322700100,羽村市,川崎,,川崎,66,45,11,9,-,1,-,-,-,-,-,-
4,1322700101,羽村市,川崎,川崎,川崎,-,-,-,-,-,-,-,-,-,-,-,-
4,1322700102,羽村市,川崎,川崎１丁目,川崎１丁目,30,14,7,8,-,1,-,-,-,-,-,-
4,1322700103,羽村市,川崎,川崎２丁目,川崎２丁目,13,10,3,-,-,-,-,-,-,-,-,-
4,1322700104,羽村市,川崎,川崎３丁目,川崎３丁目,15,13,1,1,-,-,-,-,-,-,-,-
4,1322700105,羽村市,川崎,川崎４丁目,川崎４丁目,8,8,-,-,-,-,-,-,-,-,-,-
3,1322700200,羽村市,五ノ神,,五ノ神,319,173,69,50,11,9,6,1,-,-,-,-
4,1322700201,羽村市,五ノ神,五ノ神,五ノ神,17,2,5,3,3,2,1,1,-,-,-,-
4,1322700202,羽村市,五ノ神,五ノ神１丁目,五ノ神１丁目,99,57,23,13,2,3,1,-,-,-,-,-
4,1322700203,羽村市,五ノ神,五ノ神２丁目,五ノ神２丁目,44,24,6,10,1,2,1,-,-,-,-,-
4,1322700204,羽村市,五ノ神,五ノ神３丁目,五ノ神３丁目,28,15,5,6,-,-,2,-,-,-,-,-
4,1322700205,羽村市,五ノ神,五ノ神４丁目,五ノ神４丁目,131,75,30,18,5,2,1,-,-,-,-,-
3,1322700300,羽村市,羽,,羽,16,3,2,4,3,2,-,2,-,-,-,-
3,1322700400,羽村市,小作台,,小作台,391,229,86,48,14,8,3,2,-,-,-,1
4,1322700401,羽村市,小作台,小作台１丁目,小作台１丁目,174,100,42,19,6,4,3,-,-,-,-,-
4,1322700402,羽村市,小作台,小作台２丁目,小作台２丁目,74,43,16,7,5,1,-,2,-,-,-,-
4,1322700403,羽村市,小作台,小作台３丁目,小作台３丁目,49,30,13,4,-,1,-,-,-,-,-,1
4,1322700404,羽村市,小作台,小作台４丁目,小作台４丁目,20,9,1,8,2,-,-,-,-,-,-,-
4,1322700405,羽村市,小作台,小作台５丁目,小作台５丁目,74,47,14,10,1,2,-,-,-,-,-,-
3,1322700500,羽村市,双葉町,,双葉町,45,27,9,6,1,1,-,1,-,-,-,-
4,1322700501,羽村市,双葉町,双葉町１丁目,双葉町１丁目,6,2,2,1,1,-,-,-,-,-,-,-
4,1322700502,羽村市,双葉町,双葉町２丁目,双葉町２丁目,31,20,5,5,-,-,-,1,-,-,-,-
4,1322700503,羽村市,双葉町,双葉町３丁目,双葉町３丁目,8,5,2,-,-,1,-,-,-,-,-,-
3,1322700600,羽村市,神明台,,神明台,262,95,56,39,26,20,18,7,1,-,-,-
4,1322700601,羽村市,神明台,神明台１丁目,神明台１丁目,80,40,13,14,7,5,1,-,-,-,-,-
4,1322700602,羽村市,神明台,神明台２丁目,神明台２丁目,45,13,15,4,6,2,2,2,1,-,-,-
4,1322700603,羽村市,神明台,神明台３丁目,神明台３丁目,48,30,10,4,1,2,-,1,-,-,-,-
4,1322700604,羽村市,神明台,神明台４丁目,神明台４丁目,89,12,18,17,12,11,15,4,-,-,-,-
3,1322700700,羽村市,栄町,,栄町,168,73,26,32,18,6,4,6,-,-,2,1
4,1322700701,羽村市,栄町,栄町１丁目,栄町１丁目,68,37,11,14,4,1,1,-,-,-,-,-
4,1322700702,羽村市,栄町,栄町２丁目,栄町２丁目,73,31,12,14,8,5,2,1,-,-,-,-
4,1322700703,羽村市,栄町,栄町３丁目,栄町３丁目,27,5,3,4,6,-,1,5,-,-,2,1
3,1322700800,羽村市,緑ケ丘,,緑ケ丘,207,121,32,29,10,9,3,1,1,-,1,-
4,1322700801,羽村市,緑ケ丘,緑ケ丘１丁目,緑ケ丘１丁目,59,42,5,6,4,2,-,-,-,-,-,-
4,1322700802,羽村市,緑ケ丘,緑ケ丘２丁目,緑ケ丘２丁目,35,23,6,1,3,2,-,-,-,-,-,-
4,1322700803,羽村市,緑ケ丘,緑ケ丘３丁目,緑ケ丘３丁目,60,26,12,10,3,4,3,1,-,-,1,-
4,1322700804,羽村市,緑ケ丘,緑ケ丘４丁目,緑ケ丘４丁目,13,11,-,2,-,-,-,-,-,-,-,-
4,1322700805,羽村市,緑ケ丘,緑ケ丘５丁目,緑ケ丘５丁目,40,19,9,10,-,1,-,-,1,-,-,-
3,1322700900,羽村市,玉川,,玉川,17,11,4,1,-,-,1,-,-,-,-,-
4,1322700901,羽村市,玉川,玉川１丁目,玉川１丁目,5,3,2,-,-,-,-,-,-,-,-,-
4,1322700902,羽村市,玉川,玉川２丁目,玉川２丁目,12,8,2,1,-,-,1,-,-,-,-,-
3,1322701000,羽村市,富士見平,,富士見平,115,88,9,10,3,2,1,2,-,-,-,-
4,1322701001,羽村市,富士見平,富士見平１丁目,富士見平１丁目,40,33,1,4,1,-,-,1,-,-,-,-
4,1322701002,羽村市,富士見平,富士見平２丁目,富士見平２丁目,73,53,8,6,2,2,1,1,-,-,-,-
4,1322701003,羽村市,富士見平,富士見平３丁目,富士見平３丁目,2,2,-,-,-,-,-,-,-,-,-,-
3,1322701100,羽村市,羽東,,羽東,152,107,23,11,4,6,-,-,-,-,-,1
4,1322701101,羽村市,羽東,羽東１丁目,羽東１丁目,114,78,19,9,2,5,-,-,-,-,-,1
4,1322701102,羽村市,羽東,羽東２丁目,羽東２丁目,17,11,3,1,2,-,-,-,-,-,-,-
4,1322701103,羽村市,羽東,羽東３丁目,羽東３丁目,21,18,1,1,-,1,-,-,-,-,-,-
3,1322701200,羽村市,羽中,,羽中,61,51,7,3,-,-,-,-,-,-,-,-
4,1322701201,羽村市,羽中,羽中１丁目,羽中１丁目,14,11,2,1,-,-,-,-,-,-,-,-
4,1322701202,羽村市,羽中,羽中２丁目,羽中２丁目,15,12,2,1,-,-,-,-,-,-,-,-
4,1322701203,羽村市,羽中,羽中３丁目,羽中３丁目,14,11,3,-,-,-,-,-,-,-,-,-
4,1322701204,羽村市,羽中,羽中４丁目,羽中４丁目,18,17,-,1,-,-,-,-,-,-,-,-
3,1322701300,羽村市,羽加美,,羽加美,69,46,8,11,2,2,-,-,-,-,-,-
4,1322701301,羽村市,羽加美,羽加美１丁目,羽加美１丁目,26,11,4,9,2,-,-,-,-,-,-,-
4,1322701302,羽村市,羽加美,羽加美２丁目,羽加美２丁目,13,10,2,1,-,-,-,-,-,-,-,-
4,1322701303,羽村市,羽加美,羽加美３丁目,羽加美３丁目,15,10,2,1,-,2,-,-,-,-,-,-
4,1322701304,羽村市,羽加美,羽加美４丁目,羽加美４丁目,15,15,-,-,-,-,-,-,-,-,-,-
3,1322701400,羽村市,羽西,,羽西,56,41,9,3,2,1,-,-,-,-,-,-
4,1322701401,羽村市,羽西,羽西１丁目,羽西１丁目,23,18,3,1,-,1,-,-,-,-,-,-
4,1322701402,羽村市,羽西,羽西２丁目,羽西２丁目,20,14,4,-,2,-,-,-,-,-,-,-
4,1322701403,羽村市,羽西,羽西３丁目,羽西３丁目,13,9,2,2,-,-,-,-,-,-,-,-
2,1322800000,あきる野市,,,あきる野市,2349,1375,475,261,97,69,38,20,4,1,-,9
3,1322800100,あきる野市,雨間,,雨間,125,74,26,13,5,3,3,1,-,-,-,-
3,1322800200,あきる野市,野辺,,野辺,121,84,20,11,3,2,1,-,-,-,-,-
3,1322800300,あきる野市,小川,,小川,43,25,6,7,4,1,-,-,-,-,-,-
3,1322800400,あきる野市,小川東,,小川東,84,36,19,20,3,4,2,-,-,-,-,-
4,1322800401,あきる野市,小川東,小川東１丁目,小川東１丁目,55,22,13,13,2,3,2,-,-,-,-,-
4,1322800402,あきる野市,小川東,小川東２丁目,小川東２丁目,18,8,4,4,1,1,-,-,-,-,-,-
4,1322800403,あきる野市,小川東,小川東３丁目,小川東３丁目,11,6,2,3,-,-,-,-,-,-,-,-
3,1322800500,あきる野市,二宮,,二宮,126,89,19,12,5,1,-,-,-,-,-,-
3,1322800600,あきる野市,二宮東,,二宮東,51,21,10,5,7,2,-,6,-,-,-,-
4,1322800601,あきる野市,二宮東,二宮東１丁目,二宮東１丁目,15,10,2,2,-,-,-,1,-,-,-,-
4,1322800602,あきる野市,二宮東,二宮東２丁目,二宮東２丁目,9,3,3,1,1,-,-,1,-,-,-,-
4,1322800603,あきる野市,二宮東,二宮東３丁目,二宮東３丁目,27,8,5,2,6,2,-,4,-,-,-,-
3,1322800700,あきる野市,平沢,,平沢,37,17,12,4,1,1,2,-,-,-,-,-
3,1322800800,あきる野市,平沢東１丁目,,平沢東１丁目,14,4,4,4,2,-,-,-,-,-,-,-
3,1322800900,あきる野市,平沢西１丁目,,平沢西１丁目,1,1,-,-,-,-,-,-,-,-,-,-
3,1322801000,あきる野市,切欠,,切欠,3,2,-,-,1,-,-,-,-,-,-,-
3,1322801100,あきる野市,草花,,草花,196,129,36,13,5,3,5,3,1,-,-,1
3,1322801200,あきる野市,菅生,,菅生,68,37,15,6,1,4,4,1,-,-,-,-
3,1322801300,あきる野市,瀬戸岡,,瀬戸岡,68,45,12,5,3,3,-,-,-,-,-,-
3,1322801400,あきる野市,原小宮,,原小宮,18,9,1,3,1,3,1,-,-,-,-,-
4,1322801401,あきる野市,原小宮,原小宮１丁目,原小宮１丁目,-,-,-,-,-,-,-,-,-,-,-,-
4,1322801402,あきる野市,原小宮,原小宮２丁目,原小宮２丁目,-,-,-,-,-,-,-,-,-,-,-,-
4,1322801403,あきる野市,原小宮,原小宮,原小宮,18,9,1,3,1,3,1,-,-,-,-,-
3,1322801500,あきる野市,引田,,引田,95,55,22,11,3,2,1,-,-,-,-,1
3,1322801600,あきる野市,渕上,,渕上,44,23,8,5,5,-,2,1,-,-,-,-
3,1322801700,あきる野市,上代継,,上代継,44,22,10,6,1,2,1,-,1,-,-,1
3,1322801800,あきる野市,下代継,,下代継,52,22,11,11,5,1,2,-,-,-,-,-
3,1322801900,あきる野市,牛沼,,牛沼,42,24,10,4,2,2,-,-,-,-,-,-
3,1322802000,あきる野市,油平,,油平,85,56,19,5,1,2,1,1,-,-,-,-
3,1322802100,あきる野市,秋川,,秋川,313,138,79,50,17,18,4,1,2,1,-,3
4,1322802101,あきる野市,秋川,秋川１丁目,秋川１丁目,136,63,36,25,5,3,2,1,-,-,-,1
4,1322802102,あきる野市,秋川,秋川２丁目,秋川２丁目,49,23,14,6,3,3,-,-,-,-,-,-
