表8-1  物質別月別調査結果（HAPｓ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020年度  HAPs,,,,,,,,,,,
"注） ・２桁への有効数字処理は行っていない。
・検出下限値未満の値は「<」で示し、年平均値算出には検出下限値の1/2を充てる。右側のppb換算値の検出下限値付近の値においては、μg/m3と表示が異なる場合がある。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
部,大田区東糀谷,0.654,,0.692,0.639,,0.469,,1.731,,0.343,,0.25,,,0.693,,,,0.621,,,,0.489,,,,1.58,,,,0.18,,,,1.731,,,,0.18,,,0.695,,,,0.989,,,,0.103,,,,0.397,
一,世田谷区世田谷,0.38,,0.171,0.19,,0.083,,0.232,,0.321,,0.334,,,0.44,,,,0.666,,,,0.511,,,,0.546,,,,0.157,,,,0.666,,,,0.083,,,0.336,,,,0.38,,,,0.047,,,,0.192,
般,板橋区氷川町,0.324,,0.308,0.166,,0.175,,0.317,,0.438,,0.399,,,0.434,,,,0.752,,,,0.551,,,,0.438,,,,0.12,,,,0.752,,,,0.12,,,0.368,,,,0.43,,,,0.068,,,,0.21,
環,練馬区石神井町,0.2,,0.203,0.162,,0.081,,0.163,,0.261,,0.435,,,0.41,,,,0.691,,,,0.583,,,,0.412,,,,0.121,,,,0.691,,,,0.081,,,0.31,,,,0.395,,,,0.046,,,,0.177,
境,足立区西新井,0.429,,0.641,0.337,,0.278,,1.09,,0.308,,0.481,,,0.519,,,,0.623,,,,0.557,,,,0.709,,,,0.123,,,,1.09,,,,0.123,,,0.508,,,,0.622,,,,0.07,,,,0.29,
,江戸川区春江町,0.459,,0.955,1.144,,0.242,,0.671,,0.291,,0.41,,,0.558,,,,0.735,,,,0.603,,,,0.7,,,,0.41,,,,1.144,,,,0.242,,,0.598,,,,0.654,,,,0.138,,,,0.342,
,区部一般平均,0.344,,0.575,0.466,,0.216,,1.005,,0.327,,0.381,,,0.466,,,,0.634,,,,0.495,,,,0.698,,,,0.178,,,,3.388,,,,0.081,,,0.482,,,,1.935,,,,0.046,,,,0.275,
多,小金井市本町,0.305,,0.239,0.244,,0.124,,0.167,,0.357,,0.419,,,0.569,,,,0.802,,,,0.706,,,,0.686,,,,0.363,,,,0.802,,,,0.124,,,0.415,,,,0.458,,,,0.071,,,,0.237,
摩,東大和市奈良橋,0.274,,0.28,0.363,,0.255,,0.234,,0.235,,0.366,,,0.455,,,,0.761,,,,0.839,,,,0.739,,,,0.12,,,,0.839,,,,0.12,,,0.41,,,,0.479,,,,0.068,,,,0.234,
一般,多摩部一般平均,0.289,,0.259,0.303,,0.19,,0.201,,0.296,,0.392,,,0.512,,,,0.782,,,,0.772,,,,0.713,,,,0.241,,,,0.839,,,,0.12,,,0.413,,,,0.479,,,,0.068,,,,0.236,
都一般平均,,0.333,,0.512,0.434,,0.211,,0.844,,0.321,,0.383,,,0.475,,,,0.664,,,,0.55,,,,0.701,,,,0.191,,,,3.388,,,,0.081,,,0.468,,,,1.935,,,,0.046,,,,0.267,
,京葉道路亀戸,0.378,,0.868,1.584,,2.832,,2.204,,0.31,,0.422,,,0.511,,,,0.758,,,,0.517,,,,0.667,,,,0.296,,,,2.832,,,,0.296,,,0.946,,,,1.617,,,,0.169,,,,0.54,
,環八通り八幡山,0.29,,0.259,0.191,,0.082,,0.203,,0.421,,0.511,,,0.493,,,,0.961,,,,0.688,,,,0.599,,,,0.151,,,,0.961,,,,0.082,,,0.404,,,,0.549,,,,0.047,,,,0.231,
沿,２地点沿道平均,0.334,,0.563,0.888,,1.457,,1.203,,0.366,,0.467,,,0.502,,,,0.859,,,,0.603,,,,0.633,,,,0.224,,,,2.832,,,,0.082,,,0.675,,,,1.617,,,,0.047,,,,0.385,
道,甲州街道大原,0.326,,0.36,0.33,,0.225,,0.557,,0.344,,0.565,,,0.506,,,,0.868,,,,0.651,,,,0.789,,,,0.136,,,,0.868,,,,0.136,,,0.471,,,,0.496,,,,0.078,,,,0.269,
,中山道大和町,0.348,,0.568,0.427,,0.322,,0.453,,0.726,,0.734,,,0.626,,,,1.067,,,,0.895,,,,0.686,,,,0.171,,,,1.067,,,,0.171,,,0.585,,,,0.609,,,,0.098,,,,0.334,
,４地点沿道平均,0.335,,0.514,0.633,,0.865,,0.854,,0.45,,0.558,,,0.534,,,,0.913,,,,0.688,,,,0.685,,,,0.189,,,,2.832,,,,0.082,,,0.602,,,,1.617,,,,0.047,,,,0.344,
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,0.049,,0.175,0.11,,0.127,,0.211,,0.127,,0.168,,,0.104,,,,0.357,,,,0.241,,,,0.206,,,,0.101,,,,0.357,,,,0.049,,,0.165,,,,0.204,,,,0.028,,,,0.094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,iso-Butane (18),,,※ ＧＣ－ＦＩＤにより測定（HAPsと同一データ）,,,,,,,,,,,,,,,,基準値,,,,：,,,,,,,,,,,,,,,,,,,,,,,,,,,分子量：,,,,58.1,
,,,,,,,,,,,,,,,,,,,,定量下限値：,,,,,,,,0.03,,,,μg/m3,,,,(0.013 ppb,,,,),,,,,,,換算係数(→ppb）：,,,,,,,,0.414,
,,2020年度,,,,,,,,,,,,,,,,,,検出下限値：,,,,,,,,0.01,,,,,,,,(0.005 ppb,,,,)       (単位：μg/m3）,,,,,,,,,,,(単位：ｐｐｂ）,,,,,
測定地点（局）,,4月,,5月,6月,,7月,,8月,,9月,,10月,,,11月,,,,12月,,,,1月,,,,2月,,,,3月,,,,最大,,,,最小,,,平 均,,,,最大,,,,最小,,,,平 均,
,中央区晴海,0.899,,1.321,2.122,,1.22,,3.07,,1.853,,1.351,,,1.739,,,,2.781,,,,2.202,,,,3.324,,,,0.974,,,,3.324,,,,0.899,,,1.905,,,,1.375,,,,0.372,,,,0.788,
区,国設東京新宿,0.974,,1.407,1.205,,0.694,,1.723,,2.075,,1.652,,,1.899,,,,3.215,,,,1.758,,,,2.45,,,,0.739,,,,3.215,,,,0.694,,,1.649,,,,1.33,,,,0.287,,,,0.682,
部,大田区東糀谷,1.799,,1.985,1.895,,1.48,,3.289,,2.283,,1.248,,,2.505,,,,5.022,,,,3.066,,,,3.149,,,,0.92,,,,5.022,,,,0.92,,,2.387,,,,2.078,,,,0.381,,,,0.988,
一,世田谷区世田谷,1.715,,1.765,1.578,,0.673,,1.589,,2.335,,1.727,,,2.404,,,,4.692,,,,2.756,,,,2.588,,,,0.744,,,,4.692,,,,0.673,,,2.047,,,,1.942,,,,0.279,,,,0.847,
般,板橋区氷川町,1.841,,2.86,1.649,,0.864,,2.606,,2.839,,2.141,,,3.01,,,,6.214,,,,3.357,,,,2.424,,,,0.931,,,,6.214,,,,0.864,,,2.561,,,,2.571,,,,0.358,,,,1.06,
環,練馬区石神井町,1.324,,2.702,1.441,,0.625,,1.311,,2.013,,1.855,,,1.729,,,,4.517,,,,2.732,,,,2.058,,,,0.932,,,,4.517,,,,0.625,,,1.937,,,,1.869,,,,0.259,,,,0.801,
境,足立区西新井,2.408,,3.049,2.17,,0.946,,3.139,,3.692,,2.478,,,4.334,,,,4.683,,,,3.559,,,,4.355,,,,1.09,,,,4.683,,,,0.946,,,2.992,,,,1.938,,,,0.391,,,,1.238,
,江戸川区春江町,1.673,,1.192,11.9,,0.632,,1.044,,2.238,,2.153,,,3.378,,,,5.548,,,,2.778,,,,3.913,,,,2.704,,,,11.9,,,,0.632,,,3.263,,,,4.924,,,,0.262,,,,1.35,
,区部一般平均,1.579,,2.035,2.995,,0.892,,2.221,,2.416,,1.826,,,2.625,,,,4.584,,,,2.776,,,,3.033,,,,1.129,,,,11.9,,,,0.625,,,2.343,,,,4.924,,,,0.259,,,,0.969,
多,小金井市本町,1.57,,2.431,1.821,,0.68,,1.235,,1.941,,1.768,,,2.812,,,,3.418,,,,3.304,,,,2.947,,,,1.973,,,,3.418,,,,0.68,,,2.158,,,,1.414,,,,0.282,,,,0.893,
摩,東大和市奈良橋,1.276,,2.324,2.052,,1.071,,1.219,,1.397,,1.373,,,2.055,,,,4.264,,,,2.73,,,,2.605,,,,0.64,,,,4.264,,,,0.64,,,1.917,,,,1.764,,,,0.265,,,,0.793,
一般,多摩部一般平均,1.423,,2.377,1.936,,0.876,,1.227,,1.669,,1.571,,,2.433,,,,3.841,,,,3.017,,,,2.776,,,,1.307,,,,4.264,,,,0.64,,,2.038,,,,1.764,,,,0.265,,,,0.843,
都一般平均,,1.548,,2.104,2.783,,0.889,,2.023,,2.267,,1.775,,,2.587,,,,4.435,,,,2.824,,,,2.981,,,,1.165,,,,11.9,,,,0.625,,,2.282,,,,4.924,,,,0.259,,,,0.944,
,京葉道路亀戸,1.687,,2.038,2.276,,2.252,,2.542,,2.102,,1.799,,,2.719,,,,4.385,,,,2.411,,,,3.02,,,,1.347,,,,4.385,,,,1.347,,,2.382,,,,1.815,,,,0.557,,,,0.985,
,環八通り八幡山,3.068,,2.296,1.39,,0.604,,1.272,,4.649,,3.35,,,3.263,,,,7.763,,,,4.946,,,,4.235,,,,1.754,,,,7.763,,,,0.604,,,3.216,,,,3.212,,,,0.25,,,,1.331,
沿,２地点沿道平均,2.377,,2.167,1.833,,1.428,,1.907,,3.375,,2.574,,,2.991,,,,6.074,,,,3.679,,,,3.628,,,,1.551,,,,7.763,,,,0.604,,,2.799,,,,3.212,,,,0.25,,,,1.158,
道,甲州街道大原,1.474,,3.268,2.67,,1.447,,3.125,,2.457,,2.127,,,2.602,,,,5.067,,,,2.897,,,,3.33,,,,1.285,,,,5.067,,,,1.285,,,2.646,,,,2.096,,,,0.532,,,,1.095,
,中山道大和町,1.779,,3.164,2.349,,1.369,,2.98,,2.839,,2.466,,,2.802,,,,4.575,,,,3.332,,,,3.168,,,,0.993,,,,4.575,,,,0.993,,,2.651,,,,1.893,,,,0.411,,,,1.097,
,４地点沿道平均,2.002,,2.691,2.171,,1.418,,2.48,,3.012,,2.435,,,2.846,,,,5.448,,,,3.396,,,,3.438,,,,1.345,,,,7.763,,,,0.604,,,2.724,,,,3.212,,,,0.25,,,,1.127,
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,0.205,,1.039,0.869,,0.894,,0.938,,0.264,,0.447,,,0.79,,,,1.487,,,,1.217,,,,0.764,,,,0.44,,,,1.487,,,,0.205,,,0.779,,,,0.615,,,,0.085,,,,0.323,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1-Butene,,,※ ＧＣ－ＦＩＤにより測定,,,,,,,,,,,,,,,,基準値,,,,：,,,,,,,,,,,,,,,,,,,,,,,,,,,分子量：,,,,56.1,
,,,,,,,,,,,,,,,,,,,,定量下限値：,,,,,,,,0.04,,,,μg/m3,,,,(0.013 ppb,,,,),,,,,,,換算係数(→ppb）：,,,,,,,,0.429,
,,2020年度,,,,,,,,,,,,,,,,,,検出下限値：,,,,,,,,0.01,,,,,,,,(0.004 ppb,,,,)       (単位：μg/m3）,,,,,,,,,,,(単位：ｐｐｂ）,,,,,
測定地点（局）,,4月,,5月,6月,,7月,,8月,,9月,,10月,,,11月,,,,12月,,,,1月,,,,2月,,,,3月,,,,最大,,,,最小,,,平 均,,,,最大,,,,最小,,,,平 均,
,中央区晴海,0.05,,0.135,0.167,,0.073,,0.806,,0.136,,0.111,,,0.087,,,,0.185,,,,0.143,,,,0.249,,,,0.068,,,,0.806,,,,0.05,,,0.184,,,,0.345,,,,0.021,,,,0.079,
区,国設東京新宿,0.048,,0.07,0.077,,0.022,,0.105,,0.103,,0.135,,,0.082,,,,0.21,,,,0.132,,,,0.21,,,,0.059,,,,0.21,,,,0.022,,,0.104,,,,0.09,,,,0.009,,,,0.045,
部,大田区東糀谷,0.199,,0.133,0.169,,0.131,,0.542,,0.099,,0.115,,,0.205,,,,0.547,,,,0.251,,,,0.391,,,,0.072,,,,0.547,,,,0.072,,,0.238,,,,0.234,,,,0.031,,,,0.102,
一,世田谷区世田谷,0.135,,0.081,0.068,,< 0.01,,0.065,,0.101,,0.088,,,0.127,,,,0.451,,,,0.178,,,,0.176,,,,0.047,,,,0.451,,,,< 0.01,,,0.127,,,,0.193,,,,< 0.004,,,,0.054,
般,板橋区氷川町,0.144,,0.133,0.053,,0.036,,0.179,,0.14,,0.138,,,0.136,,,,0.53,,,,0.239,,,,0.157,,,,0.049,,,,0.53,,,,0.036,,,0.161,,,,0.227,,,,0.015,,,,0.069,
環,練馬区石神井町,0.109,,0.088,0.054,,< 0.01,,0.055,,0.084,,0.12,,,0.105,,,,0.36,,,,0.215,,,,0.127,,,,0.047,,,,0.36,,,,< 0.01,,,0.114,,,,0.154,,,,< 0.004,,,,0.049,
境,足立区西新井,0.27,,0.191,0.151,,0.09,,0.34,,0.131,,0.162,,,0.222,,,,0.291,,,,0.229,,,,0.325,,,,0.07,,,,0.34,,,,0.07,,,0.206,,,,0.146,,,,0.03,,,,0.088,
,江戸川区春江町,0.155,,0.147,0.656,,0.051,,0.163,,0.148,,0.241,,,0.311,,,,0.508,,,,0.301,,,,0.465,,,,0.312,,,,0.656,,,,0.051,,,0.288,,,,0.281,,,,0.022,,,,0.123,
,区部一般平均,0.139,,0.122,0.174,,0.051,,0.282,,0.118,,0.139,,,0.159,,,,0.385,,,,0.211,,,,0.262,,,,0.09,,,,0.806,,,,< 0.01,,,0.178,,,,0.345,,,,< 0.004,,,,0.076,
多,小金井市本町,0.105,,0.118,0.139,,0.035,,0.046,,0.064,,0.108,,,0.142,,,,0.288,,,,0.215,,,,0.204,,,,0.114,,,,0.288,,,,0.035,,,0.132,,,,0.123,,,,0.015,,,,0.056,
摩,東大和市奈良橋,0.091,,0.103,0.113,,0.027,,0.076,,0.06,,0.086,,,0.119,,,,0.323,,,,0.219,,,,0.214,,,,0.046,,,,0.323,,,,0.027,,,0.123,,,,0.138,,,,0.012,,,,0.053,
一般,多摩部一般平均,0.098,,0.11,0.126,,0.031,,0.061,,0.062,,0.097,,,0.131,,,,0.305,,,,0.217,,,,0.209,,,,0.08,,,,0.323,,,,0.027,,,0.127,,,,0.138,,,,0.012,,,,0.055,
都一般平均,,0.131,,0.12,0.165,,0.047,,0.238,,0.107,,0.13,,,0.154,,,,0.369,,,,0.212,,,,0.252,,,,0.088,,,,0.806,,,,< 0.01,,,0.168,,,,0.345,,,,< 0.004,,,,0.072,
,京葉道路亀戸,0.122,,0.153,0.36,,0.366,,0.55,,0.141,,0.179,,,0.185,,,,0.366,,,,0.227,,,,0.323,,,,0.997,,,,0.997,,,,0.122,,,0.331,,,,0.427,,,,0.052,,,,0.142,
,環八通り八幡山,0.426,,0.193,0.042,,< 0.01,,0.058,,0.451,,0.41,,,0.297,,,,0.8,,,,0.658,,,,0.507,,,,0.296,,,,0.8,,,,< 0.01,,,0.345,,,,0.343,,,,< 0.004,,,,0.148,
沿,２地点沿道平均,0.274,,0.173,0.201,,0.185,,0.304,,0.296,,0.295,,,0.241,,,,0.583,,,,0.442,,,,0.415,,,,0.646,,,,0.997,,,,< 0.01,,,0.338,,,,0.427,,,,< 0.004,,,,0.145,
道,甲州街道大原,0.145,,0.218,0.193,,0.11,,0.272,,0.105,,0.165,,,0.137,,,,0.432,,,,0.229,,,,0.285,,,,0.101,,,,0.432,,,,0.101,,,0.199,,,,0.185,,,,0.043,,,,0.085,
,中山道大和町,0.178,,0.234,0.169,,0.055,,0.153,,0.209,,0.242,,,0.163,,,,0.367,,,,0.283,,,,0.254,,,,0.064,,,,0.367,,,,0.055,,,0.198,,,,0.157,,,,0.024,,,,0.085,
,４地点沿道平均,0.218,,0.2,0.191,,0.134,,0.258,,0.226,,0.249,,,0.196,,,,0.491,,,,0.349,,,,0.342,,,,0.364,,,,0.997,,,,< 0.01,,,0.268,,,,0.427,,,,< 0.004,,,,0.115,
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,0.029,,0.04,0.011,,0.014,,0.041,,0.037,,0.043,,,< 0.01,,,,0.122,,,,0.063,,,,0.046,,,,0.035,,,,0.122,,,,< 0.01,,,0.04,,,,0.052,,,,< 0.004,,,,0.017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,n-Butane (22),,,※ ＧＣ－ＦＩＤにより測定（HAPsと同一データ）,,,,,,,,,,,,,,,,基準値,,,,：,,,,,,,,,,,,,,,,,,,,,,,,,,,分子量：,,,,58.1,
,,,,,,,,,,,,,,,,,,,,定量下限値：,,,,,,,,0.06,,,,μg/m3,,,,(0.025 ppb,,,,),,,,,,,換算係数(→ppb）：,,,,,,,,0.414,
,,2020年度,,,,,,,,,,,,,,,,,,検出下限値：,,,,,,,,0.02,,,,,,,,(0.008 ppb,,,,)       (単位：μg/m3）,,,,,,,,,,,(単位：ｐｐｂ）,,,,,
測定地点（局）,,4月,,5月,6月,,7月,,8月,,9月,,10月,,,11月,,,,12月,,,,1月,,,,2月,,,,3月,,,,最大,,,,最小,,,平 均,,,,最大,,,,最小,,,,平 均,
,中央区晴海,1.252,,2.375,3.474,,2.395,,7.744,,3.275,,1.671,,,2.637,,,,3.571,,,,2.82,,,,3.579,,,,1.356,,,,7.744,,,,1.252,,,3.012,,,,3.204,,,,0.518,,,,1.247,
区,国設東京新宿,1.481,,2.152,2.221,,1.373,,3.635,,3.317,,2.138,,,2.734,,,,4.175,,,,2.976,,,,3.659,,,,1.266,,,,4.175,,,,1.266,,,2.594,,,,1.728,,,,0.524,,,,1.073,
部,大田区東糀谷,2.489,,2.943,3.287,,2.7,,4.602,,3.992,,1.562,,,3.477,,,,5.325,,,,4.275,,,,5.268,,,,1.544,,,,5.325,,,,1.544,,,3.455,,,,2.203,,,,0.639,,,,1.43,
一,世田谷区世田谷,2.496,,2.822,2.755,,1.332,,2.932,,3.702,,2.424,,,3.512,,,,5.775,,,,4.469,,,,3.821,,,,1.256,,,,5.775,,,,1.256,,,3.108,,,,2.39,,,,0.52,,,,1.286,
般,板橋区氷川町,2.404,,4.543,3.186,,1.56,,5.034,,4.094,,2.902,,,4.084,,,,7.532,,,,5.712,,,,3.875,,,,1.404,,,,7.532,,,,1.404,,,3.861,,,,3.117,,,,0.581,,,,1.598,
環,練馬区石神井町,1.934,,3.944,2.581,,1.123,,2.571,,3.18,,2.231,,,2.721,,,,5.401,,,,4.539,,,,3.149,,,,1.558,,,,5.401,,,,1.123,,,2.911,,,,2.235,,,,0.465,,,,1.205,
境,足立区西新井,3.369,,4.854,3.884,,1.955,,6.832,,6.938,,3.401,,,5.684,,,,5.802,,,,5.763,,,,5.981,,,,1.6,,,,6.938,,,,1.6,,,4.672,,,,2.871,,,,0.662,,,,1.933,
,江戸川区春江町,2.325,,2.165,4.086,,1.235,,1.98,,3.992,,2.818,,,4.799,,,,7.242,,,,4.407,,,,5.751,,,,3.708,,,,7.242,,,,1.235,,,3.709,,,,2.997,,,,0.511,,,,1.535,
,区部一般平均,2.219,,3.225,3.184,,1.709,,4.416,,4.061,,2.393,,,3.706,,,,5.603,,,,4.37,,,,4.385,,,,1.711,,,,7.744,,,,1.123,,,3.415,,,,3.204,,,,0.465,,,,1.413,
多,小金井市本町,2.133,,3.764,3.216,,1.239,,2.421,,3.121,,2.127,,,3.839,,,,4.681,,,,4.739,,,,4.731,,,,2.976,,,,4.739,,,,1.239,,,3.249,,,,1.961,,,,0.513,,,,1.344,
摩,東大和市奈良橋,1.743,,3.578,3.959,,1.81,,2.318,,2.368,,1.718,,,2.852,,,,5.017,,,,4.456,,,,4.046,,,,1.066,,,,5.017,,,,1.066,,,2.911,,,,2.076,,,,0.441,,,,1.204,
一般,多摩部一般平均,1.938,,3.671,3.588,,1.524,,2.37,,2.744,,1.923,,,3.346,,,,4.849,,,,4.597,,,,4.388,,,,2.021,,,,5.017,,,,1.066,,,3.08,,,,2.076,,,,0.441,,,,1.274,
都一般平均,,2.163,,3.314,3.265,,1.672,,4.007,,3.798,,2.299,,,3.634,,,,5.452,,,,4.416,,,,4.386,,,,1.773,,,,7.744,,,,1.066,,,3.348,,,,3.204,,,,0.441,,,,1.385,
,京葉道路亀戸,2.473,,3.286,3.827,,5.232,,5.243,,3.708,,2.403,,,3.81,,,,5.975,,,,4.215,,,,4.61,,,,2.442,,,,5.975,,,,2.403,,,3.935,,,,2.472,,,,0.994,,,,1.628,
,環八通り八幡山,3.279,,3.49,2.392,,1.056,,2.292,,9.224,,4.555,,,4.551,,,,8.063,,,,6.898,,,,5.602,,,,2.317,,,,9.224,,,,1.056,,,4.477,,,,3.817,,,,0.437,,,,1.852,
沿,２地点沿道平均,2.876,,3.388,3.109,,3.144,,3.767,,6.466,,3.479,,,4.18,,,,7.019,,,,5.557,,,,5.106,,,,2.38,,,,9.224,,,,1.056,,,4.206,,,,3.817,,,,0.437,,,,1.74,
道,甲州街道大原,2.167,,4.12,4.183,,2.774,,5.928,,4.077,,2.634,,,3.692,,,,6.17,,,,4.426,,,,5.128,,,,1.841,,,,6.17,,,,1.841,,,3.928,,,,2.553,,,,0.762,,,,1.626,
,中山道大和町,2.482,,4.985,4.357,,2.929,,6.25,,4.745,,3.267,,,4.29,,,,6.217,,,,5.247,,,,4.835,,,,1.598,,,,6.25,,,,1.598,,,4.267,,,,2.586,,,,0.661,,,,1.766,
,４地点沿道平均,2.6,,3.97,3.69,,2.998,,4.928,,5.439,,3.215,,,4.086,,,,6.606,,,,5.197,,,,5.044,,,,2.049,,,,9.224,,,,1.056,,,4.152,,,,3.817,,,,0.437,,,,1.718,
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,0.339,,1.478,1.707,,2.015,,1.663,,0.484,,0.549,,,1.039,,,,1.927,,,,1.853,,,,1.339,,,,0.74,,,,2.015,,,,0.339,,,1.261,,,,0.834,,,,0.14,,,,0.522,
2020年度  PAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,trans-2-Butene,,,※ ＧＣ－ＦＩＤにより測定,,,,,,,,,,,,,,,,基準値    ：,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分子量：,,,,56.1,
,,,,,,,,,,,,,,,,,,,,定量下限値：,,,,,,,,0.024,,,,μg/m3,,,,(0.01 ppb),,,,,,,,,,,換算係数(→ppb）：,,,,,,,,0.429,
,,2020年度,,,,,,,,,,,,,,,,,,検出下限値：,,,,,,,,0.008,,,,,,,,(0.003 ppb,,,,)       (単位：μg/m3）,,,,,,,,,,,(単位：ｐｐｂ）,,,,,
測定地点（局）,,4月,,5月,6月,,7月,,8月,,9月,,10月,,,11月,,,,12月,,,,1月,,,,2月,,,,3月,,,,最大,,,,最小,,,平 均,,,,最大,,,,最小,,,,平 均,
,中央区晴海,0.106,,0.301,0.307,,0.261,,1.27,,0.226,,0.087,,,0.217,,,,0.314,,,,0.239,,,,0.27,,,,0.148,,,,1.27,,,,0.087,,,0.312,,,,0.544,,,,0.037,,,,0.134,
区,国設東京新宿,0.128,,0.189,0.225,,0.142,,0.237,,0.198,,0.097,,,0.236,,,,0.416,,,,0.25,,,,0.379,,,,0.167,,,,0.416,,,,0.097,,,0.222,,,,0.178,,,,0.042,,,,0.095,
部,大田区東糀谷,0.356,,0.378,0.325,,0.254,,1.095,,0.252,,0.086,,,0.33,,,,1.159,,,,0.45,,,,0.524,,,,0.128,,,,1.159,,,,0.086,,,0.445,,,,0.497,,,,0.037,,,,0.191,
一,世田谷区世田谷,0.239,,0.208,0.283,,0.137,,0.293,,0.188,,0.116,,,0.256,,,,0.918,,,,0.364,,,,0.306,,,,0.173,,,,0.918,,,,0.116,,,0.29,,,,0.393,,,,0.05,,,,0.124,
般,板橋区氷川町,0.268,,0.275,0.293,,0.161,,0.275,,0.276,,0.155,,,0.351,,,,1.084,,,,0.417,,,,0.296,,,,0.17,,,,1.084,,,,0.155,,,0.335,,,,0.465,,,,0.066,,,,0.144,
環,練馬区石神井町,0.135,,0.143,0.144,,0.115,,0.197,,0.194,,0.096,,,0.251,,,,0.739,,,,0.433,,,,0.245,,,,0.165,,,,0.739,,,,0.096,,,0.238,,,,0.317,,,,0.041,,,,0.102,
境,足立区西新井,0.517,,0.426,0.392,,0.196,,0.549,,0.251,,0.136,,,0.543,,,,0.558,,,,0.474,,,,0.702,,,,0.191,,,,0.702,,,,0.136,,,0.411,,,,0.301,,,,0.058,,,,0.176,
,江戸川区春江町,0.271,,0.357,1.295,,0.212,,0.415,,0.317,,0.273,,,0.462,,,,1.04,,,,0.592,,,,0.622,,,,0.552,,,,1.295,,,,0.212,,,0.534,,,,0.555,,,,0.091,,,,0.229,
,区部一般平均,0.253,,0.285,0.408,,0.185,,0.541,,0.238,,0.131,,,0.331,,,,0.778,,,,0.402,,,,0.418,,,,0.212,,,,1.295,,,,0.086,,,0.348,,,,0.555,,,,0.037,,,,0.149,
多,小金井市本町,0.212,,0.169,0.287,,0.164,,0.243,,0.185,,0.123,,,0.453,,,,0.484,,,,0.429,,,,0.477,,,,0.191,,,,0.484,,,,0.123,,,0.285,,,,0.207,,,,0.053,,,,0.122,
摩,東大和市奈良橋,0.192,,0.198,0.284,,0.184,,0.178,,0.161,,0.12,,,0.399,,,,0.747,,,,0.482,,,,0.508,,,,0.15,,,,0.747,,,,0.12,,,0.3,,,,0.32,,,,0.052,,,,0.129,
一般,多摩部一般平均,0.202,,0.184,0.285,,0.174,,0.211,,0.173,,0.122,,,0.426,,,,0.616,,,,0.456,,,,0.493,,,,0.171,,,,0.747,,,,0.12,,,0.293,,,,0.32,,,,0.052,,,,0.125,
都一般平均,,0.243,,0.264,0.383,,0.183,,0.475,,0.225,,0.129,,,0.35,,,,0.746,,,,0.413,,,,0.433,,,,0.203,,,,1.295,,,,0.086,,,0.337,,,,0.555,,,,0.037,,,,0.145,
,京葉道路亀戸,0.293,,0.437,0.711,,1.166,,1.085,,0.299,,0.184,,,0.462,,,,0.773,,,,0.438,,,,0.465,,,,1.846,,,,1.846,,,,0.184,,,0.68,,,,0.791,,,,0.079,,,,0.291,
,環八通り八幡山,0.871,,0.384,0.169,,0.057,,0.298,,1.251,,0.499,,,0.724,,,,1.798,,,,1.497,,,,1.205,,,,0.656,,,,1.798,,,,0.057,,,0.784,,,,0.771,,,,0.024,,,,0.336,
沿,２地点沿道平均,0.582,,0.41,0.44,,0.611,,0.691,,0.775,,0.342,,,0.593,,,,1.286,,,,0.967,,,,0.835,,,,1.251,,,,1.846,,,,0.057,,,0.732,,,,0.791,,,,0.024,,,,0.314,
道,甲州街道大原,0.382,,0.565,0.547,,0.347,,0.818,,0.241,,0.185,,,0.407,,,,0.912,,,,0.512,,,,0.593,,,,0.281,,,,0.912,,,,0.185,,,0.483,,,,0.391,,,,0.079,,,,0.207,
,中山道大和町,0.364,,0.592,0.482,,0.248,,0.431,,0.543,,0.259,,,0.406,,,,0.796,,,,0.657,,,,0.548,,,,0.18,,,,0.796,,,,0.18,,,0.459,,,,0.341,,,,0.077,,,,0.197,
,４地点沿道平均,0.478,,0.494,0.477,,0.454,,0.658,,0.584,,0.282,,,0.5,,,,1.07,,,,0.776,,,,0.703,,,,0.741,,,,1.846,,,,0.057,,,0.601,,,,0.791,,,,0.024,,,,0.258,
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,0.041,,0.111,0.104,,0.086,,0.183,,0.113,,0.096,,,0.121,,,,0.166,,,,0.142,,,,0.19,,,,0.084,,,,0.19,,,,0.041,,,0.12,,,,0.081,,,,0.018,,,,0.051,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
