NO.,政治団体の名称,事務所の所在地,座標L(経度),座標B(緯度),座標系,代表者,会計責任者,設立届出日,国会議員関係1,国会議員関係2,資金管理
620,おばた勝己励ます会,西東京市田無町５－１０－８,139.539943,35.731374,座標系（JGD2011）,小幡勝己,小幡陽子,H14.8.20,,,有
621,小幡政策研究会,板橋区板橋２－６４－１０,139.709335,35.750392,座標系（JGD2011）,小幡健太郎,小幡健太郎,H25.2.7,,,
622,小俣のり子後援会,江戸川区本一色２－１９－１２,139.874707,35.717631,座標系（JGD2011）,夏井久三,石倉利徳,H15.3.31,,,
623,小美濃安弘後援会,武蔵野市吉祥寺東町２－４５－１７,139.590028,35.709213,座標系（JGD2011）,小美濃安弘,小美濃延枝,H6.5.18,,,有
624,表なつこ後援会,江東区大島５－４７－８,139.837840,35.689895,座標系（JGD2011）,表奈就子,表奈就子,H29.3.29,,,
625,おりかさ明実後援会,葛飾区堀切６－２７－１１,139.830885,35.753393,座標系（JGD2011）,高柳敏,藤田雅博,H21.4.30,,,
626,折戸小夜子と翔きの会,多摩市豊ケ丘１－５８－２,139.431927,35.623309,座標系（JGD2011）,竹内暁美,藤川雪子,S62.1.28,,,
627,オレンジ運動杉並会,杉並区下井草４－１７－２０,139.618732,35.721071,座標系（JGD2011）,山下和明,伊東美佐子,H31.2.12,,,
628,尾張みやこ後援会,国立市東４－３－８,139.450296,35.690086,座標系（JGD2011）,藤内英雄,藤内久美子,H22.9.27,,,
629,温故知新・青梅の会,青梅市東青梅４－８－１,139.278041,35.786167,座標系（JGD2011）,西村雄太郎,宮崎匡功,H27.9.8,,,
630,おんじょう由久後援会,町田市南成瀬３－３－５,139.472731,35.539719,座標系（JGD2011）,園城由久,原一夫,H29.12.14,,,有
631,オンリーワンの小金井を創る市民会議,小金井市東町５－１５－７,139.522998,35.691821,座標系（JGD2011）,柴崎健一,高木章成,H16.6.28,,,
632,海江田万里を囲む税理士の会,新宿区住吉町６－１０,139.721399,35.692839,座標系（JGD2011）,飯盛俊昌,久保英明,H19.12.10,,,
633,海江田万里を支える会,新宿区四谷３－１１,139.719098,35.688100,座標系（JGD2011）,海江田万里,尾崎百合子,H6.9.29,1・2,衆,有
634,改革稲城,稲城市向陽台６－１１,139.490995,35.642711,座標系（JGD2011）,岩佐行浩,岩佐行浩,H30.11.13,,,
635,改革保守,千代田区永田町２－１７－３,139.740300,35.676965,座標系（JGD2011）,藤木光裕,花野恭子,H30.1.24,,,
636,かいでん応援団,目黒区南１－１－１１,139.689243,35.617721,座標系（JGD2011）,改田和弘,改田和弘,H30.10.26,,,
637,かいべとも子を励ます会,板橋区蓮根２－３１－１２,139.678124,35.784423,座標系（JGD2011）,海部智子,佐々木秀栄,H18.7.18,,,有
638,解放時報社,新宿区新宿１－２３－６,139.714176,35.689241,座標系（JGD2011）,渡邉幸雄,飯田修司,H20.9.11,,,
639,輝くさわやかな世田谷をつくる会,世田谷区上馬２－１－１,139.664960,35.636115,座標系（JGD2011）,小畑敏雄,羽鳥裕介,H31.2.12,,,
640,輝く多摩市を創る会,多摩市聖ヶ丘１－１１－２,139.454605,35.637816,座標系（JGD2011）,青木勝喜,青木節子,H26.11.14,,,
641,輝く街・品川区をめざす会,品川区二葉１－４－２３,139.726025,35.607952,座標系（JGD2011）,永野真理子,大原澄子,H23.1.4,,,
642,輝く未来をつくる会,東村山市美住町２－２７－３０,139.460583,35.754133,座標系（JGD2011）,上町弓子,上町正美,H23.3.3,,,
643,輝け大島の会,大島町差木地２,139.407381,34.691429,座標系（JGD2011）,関野茂夫,関野芳美,H29.7.24,,,
644,かがやけまちだ,町田市旭町２－２－２６,139.437667,35.555977,座標系（JGD2011）,新井克尚,新井克尚,H29.11.7,,,
645,かきうち信行後援会,豊島区南長崎３－８－１９,139.687010,35.723723,座標系（JGD2011）,小美濃光一,柴田紀和夫,H2.11.15,,,
646,柿沢未途後援会,江東区富岡１－２６－２１,139.800620,35.669700,座標系（JGD2011）,長谷川健治,甚野謙,H13.5.8,2,衆,
647,柿沢未途「夢」応援団,江東区富岡１－２６－２１,139.800620,35.669700,座標系（JGD2011）,柿沢未途,甚野謙,H25.9.2,1・2,衆,
648,柿沢未途を囲む税理士の会,江東区門前仲町２－２－１６,139.794782,35.671692,座標系（JGD2011）,矢ノ目忠,阿久津公一,H23.2.7,,,
649,柿沢ゆきえ後援会,江東区富岡１－２６－２１,139.800620,35.669700,座標系（JGD2011）,柿澤幸絵,野上七郎,H17.3.3,,,有
650,革新区政をつくる会,中央区入船３－４－２,139.776400,35.670523,座標系（JGD2011）,藤本増美,飯島公夫,H11.4.22,,,
651,革新区政をつくる江東区民の会,江東区大島２－２６－１５,139.824703,35.691669,座標系（JGD2011）,佐藤巌,加納龍雄,H19.2.21,,,
652,革新区政をつくるみんなの会,江戸川区中央３－２３－１,139.874115,35.709896,座標系（JGD2011）,宮澤圀寛,丸宗市,S54.3.30,,,
653,革新都区政をめざす北区民の会,北区豊島２－１３－７,139.744367,35.758554,座標系（JGD2011）,大場俊英,富沢欣也,S62.3.31,,,
654,革新都政をつくる会,豊島区南大塚２－３３－１０,139.731066,35.728677,座標系（JGD2011）,中山伸,會澤立示,S57.8.13,,,
655,革新都政をつくる働くものの連絡会,豊島区南大塚２－３３－１０,139.731066,35.728677,座標系（JGD2011）,荻原淳,屋代眞,H7.3.17,,,
656,角田政信後援会,稲城市矢野口２２８４－１１,139.514657,35.635584,座標系（JGD2011）,角田力造,角田等,H30.11.9,,,
657,かくら治友の会,西多摩郡日の出町平井２９３４－８,139.268936,35.745850,座標系（JGD2011）,嘉倉治,三上隆二,H11.5.27,,,有
658,かけはしの会,港区浜松町１－２１－２,139.757247,35.657730,座標系（JGD2011）,久島勇,高橋靖,H6.11.1,,,
659,架け橋の会,品川区戸越６－２３－２４,139.714251,35.606621,座標系（JGD2011）,木村寛紀,酒井優,H23.2.14,,,
660,笠原こうぞう後援会,練馬区富士見台１－２６－１９,139.619092,35.735136,座標系（JGD2011）,大沢澄夫,笠原眞実,H14.11.22,,,
661,風見利男後援会,港区西麻布１－４－１０,139.725965,35.662029,座標系（JGD2011）,高橋礼之,高橋礼之,S62.1.27,,,
662,鹿島まさお後援会,練馬区南大泉３－９－２２,139.573060,35.743603,座標系（JGD2011）,鹿島正雄,鹿島正雄,H26.7.29,,,
663,柏木ひろし後援会,国立市東３－１１－１８,139.452833,35.692653,座標系（JGD2011）,小沢靖子,山内千晶,H31.1.29,,,
664,かしわざき強後援会,練馬区大泉町４－３４－５,139.594268,35.763253,座標系（JGD2011）,田中廣頼,石川加代,H14.12.16,,,
665,梶井たくた後援会,東久留米市新川町１－１－１１,139.536756,35.757807,座標系（JGD2011）,梶井琢太,梶井稔,H19.1.4,,,有
666,梶浦みさこと歩む会,稲城市若葉台２－１７－２,139.478335,35.621420,座標系（JGD2011）,梶浦美佐子,高田日呂美,H18.11.13,,,有
667,かじがや優香後援会,中央区佃２－２２－６,139.786736,35.666169,座標系（JGD2011）,梶谷優香,長嶋佑起子,H31.3.27,,,有
668,梶原さちこ後援会,八王子市絹ケ丘３－１４－７,139.359118,35.632502,座標系（JGD2011）,梶原幸子,菅波英枝,H26.7.11,,,
669,梶正明後援会,羽村市小作台５－５－８,139.300904,35.774008,座標系（JGD2011）,梶正明,梶充枝,H31.1.23,,,
670,春日亀小判後援会,多摩市豊ヶ丘１－５９－１１,139.431504,35.624335,座標系（JGD2011）,春日亀小判,春日亀小判,H30.2.28,,,有
671,粕谷勇後援会,清瀬市下清戸４－７８３－２,139.537725,35.789046,座標系（JGD2011）,大熊一夫,野村金治,H11.2.10,,,
672,かすや稔友の会,三鷹市大沢４－２０－７,139.539525,35.665858,座標系（JGD2011）,粕谷稔,和知静夫,H18.11.9,,,有
673,風通しの良い議会を作る会,西東京市新町５－１７－２３,139.533246,35.715210,座標系（JGD2011）,植田魅具,植田魅具,H30.3.22,,,
674,風通しの良い市役所をつくる会,武蔵野市八幡町１－３－２,139.555882,35.714517,座標系（JGD2011）,倉内竜彰,今村文子,H23.3.1,,,
675,風通る杉並,杉並区阿佐谷北６－２３－５,139.636108,35.715017,座標系（JGD2011）,堀部みゆき,堀部みゆき,H26.2.28,,,
676,片平浩二後援会,北区上十条３－２８－５,139.718673,35.761333,座標系（JGD2011）,片平浩二,杉林邦典,H30.12.13,,,
677,片谷洋夫後援会,青梅市根ケ布２－２３７－２７５,139.264917,35.803578,座標系（JGD2011）,片谷洋夫,片谷益夫,H26.10.2,,,有
678,片山かおるといっしょにかえる小金井の会,小金井市前原町５－９－６,139.501817,35.689600,座標系（JGD2011）,水由薫,大賀英二,H20.9.11,,,
679,葛栄会,葛飾区立石８－６－１,139.851301,35.737654,座標系（JGD2011）,加瀬武雄,徳増欣胤,H11.1.6,2,衆,
680,葛飾区歯科医師連盟,葛飾区西亀有２－３３－１,139.834315,35.759670,座標系（JGD2011）,加藤秀之,佐藤大輔,S51.7.5,,,
681,葛飾区庁舎建替えに反対する区民の会,葛飾区立石２－２８－３,139.840622,35.740874,座標系（JGD2011）,松本昌,中馬清治,H29.9.29,,,
682,葛飾区日本共産党後援会,葛飾区立石３－２７－１９,139.845263,35.740060,座標系（JGD2011）,野口弘次,小笠原光雄,S56.3.5,,,
683,葛飾・生活者ネットワーク,葛飾区金町２－１４－８,139.870218,35.764462,座標系（JGD2011）,渋谷恵美子,竹中文沙子,H25.9.25,,,
684,葛飾税理士政治連盟,葛飾区立石７－１２－７,139.851591,35.742246,座標系（JGD2011）,越澤靖久,藤澤靖隆,S53.5.13,,,
685,葛飾の未来を考える会,葛飾区東金町１－３－１,139.865238,35.770238,座標系（JGD2011）,川和一隆,川和勝代,H29.9.25,,,
686,勝亦さとし後援会,大田区蒲田２－９－１４,139.726530,35.566071,座標系（JGD2011）,勝亦聡,鈴木雄二,H18.10.30,,,有
687,活力ある青梅をつくる会,青梅市東青梅３－２１－３２,139.278145,35.790076,座標系（JGD2011）,松田修治,森山淳,H27.8.5,,,
688,活力ある青梅をめざす会,青梅市黒沢２－１２４０,139.258503,35.809648,座標系（JGD2011）,山崎勝,阿部悦博,R1.10.24,,,
689,活力ある西多摩をつくる会,福生市福生１１０２－６,139.324615,35.742548,座標系（JGD2011）,露木禎尚,清水義朋,H29.1.24,,,
690,加藤育男後援会,福生市本町１２３,139.326918,35.741398,座標系（JGD2011）,加藤育男,加藤久美子,H15.1.20,,,有
691,かとうぎ桜子を育てる会,練馬区東大泉３－１－１８,139.592126,35.750882,座標系（JGD2011）,加藤木桜子,加藤木桜子,H18.6.16,,,
692,加藤功一と未来を紡ぐ会,狛江市東和泉１－２－３,139.579697,35.633723,座標系（JGD2011）,加藤功一,加藤功一,H31.3.25,,,
693,加藤公一にちゃんとした国政をやらせる会,千代田区神田和泉町１－３－１７,139.776347,35.700044,座標系（JGD2011）,加藤公一,加藤公一,H10.3.31,,,
694,加藤こうじ後援会,三鷹市下連雀３－４４－４,139.559841,35.701845,座標系（JGD2011）,加藤浩司,右見裕一,H29.4.28,,,
695,加藤たいき後援会,世田谷区世田谷１－２８－１３,139.646355,35.641762,座標系（JGD2011）,加藤寛,加藤秀子,H26.6.12,,,
696,加藤たかしと市民のひろば,品川区西五反田８－１０－２１,139.720165,35.619817,座標系（JGD2011）,加藤孝,高橋秀三,H18.12.14,,,有
697,加藤拓後援会,墨田区緑１－２－１２,139.798220,35.692650,座標系（JGD2011）,加藤拓,加藤瑞穂,H23.3.17,,,
698,加藤たくま後援会,中野区弥生町３－１５－２,139.674618,35.687503,座標系（JGD2011）,加藤拓磨,加藤拓磨,H27.1.22,,,
699,加藤博司後援会,中央区入船３－４－２,139.776400,35.670523,座標系（JGD2011）,中釜達徳,茂木正道,H21.6.18,,,
700,加藤ひろしを育てる会,西多摩郡奥多摩町留浦６２１－８,138.989704,35.778446,座標系（JGD2011）,加藤良彦,加藤大悟,R1.10.28,,,
701,加藤まさき後援会,府中市南町４－５－８,139.465850,35.658088,座標系（JGD2011）,本間郁浩,北谷豪,H22.8.27,,,
702,加藤正俊後援会,東村山市萩山町１－２８－２１,139.485040,35.737363,座標系（JGD2011）,長嶺泰典,加藤佳子,H19.2.6,,,
703,加藤まさゆき励ます会,墨田区文花２－１６－１０,139.825371,35.710797,座標系（JGD2011）,加藤雅之,甚野博義,H20.5.28,,,有
704,加藤松夫を励ます会,多摩市東寺方５０６－４,139.438111,35.646305,座標系（JGD2011）,加藤松夫,高山千鶴子,H7.2.27,,,有
705,加藤みつのり後援会,西多摩郡日の出町大字平井１９６４－１,139.260879,35.737012,座標系（JGD2011）,加藤光徳,西本秀憲,H14.2.22,,,
706,かとう涼子とまちづくり広場,西東京市保谷町６－２５－１,139.553298,35.737351,座標系（JGD2011）,加藤涼子,金尾敏恵,H26.5.14,,,有
707,香取ゆきこ後援会,西多摩郡瑞穂町二本木７３２－１０,139.356689,35.789927,座標系（JGD2011）,香取幸子,臼井菜津美,H31.3.20,,,
708,かどくら正子励ます会,立川市砂川町５－３１－１２,139.407331,35.726685,座標系（JGD2011）,門倉正子,吉井一彦,H26.3.7,,,有
709,かどや幹夫後援会,千代田区神田小川町３－２,139.762642,35.694817,座標系（JGD2011）,角谷幹夫,小林秀行,H27.3.6,,,
710,門脇文良後援会,杉並区成田東５－３－２７,139.630127,35.697639,座標系（JGD2011）,門脇文良,安藤実,H7.2.10,,,有
711,門脇みつる後援会,練馬区関町北５－５－５,139.575408,35.731538,座標系（JGD2011）,中間真吾,宮本嘉仁,H26.11.18,,,
712,金井えり子と子どもの笑顔をつくる会,世田谷区世田谷１－１６－１６,139.650690,35.642498,座標系（JGD2011）,金井えり子,岡本京子,H31.1.10,,,有
713,金井茂の会,江戸川区南小岩３－１５－２０,139.886560,35.725407,座標系（JGD2011）,金井茂,金井茂,H22.12.22,,,有
714,かなえるカナイ後援会,目黒区平町１－２１－２０,139.677624,35.618860,座標系（JGD2011）,金井洋,宇田耕一,H30.8.30,,,
715,かなざき文子後援会,板橋区双葉町６－１２,139.702385,35.757157,座標系（JGD2011）,丹野光,吉井みち,H2.9.12,,,
716,金子てるよし後援会,文京区根津１－１９－１４,139.763010,35.718753,座標系（JGD2011）,井ノ口励,坂口範昭,H23.1.21,,,
717,金田正後援会,足立区西新井２－１３－１２,139.783299,35.784198,座標系（JGD2011）,金田正,大野弘行,H18.11.16,,,
718,かのう進励ます会,墨田区本所４－２４－５,139.806003,35.705203,座標系（JGD2011）,加納進,加納進,H15.1.28,,,有
719,蒲田税理士政治連盟,大田区蒲田５－４３－７,139.717127,35.560487,座標系（JGD2011）,岡実,大久保孝,S51.6.23,,,
720,かまたにあすりを支援する会,渋谷区渋谷３－１０－１８,139.705182,35.657113,座標系（JGD2011）,石野圭城,釜谷和美,H31.4.10,,,
721,神尾てるあき後援会,江戸川区春江町３－３２－３,139.887621,35.695586,座標系（JGD2011）,神尾昭央,平賀孝治,H23.2.9,,,有
722,神尾りさと国際都市世田谷を立ち上げる会,世田谷区野沢２－８－１,139.671949,35.634455,座標系（JGD2011）,岡山進,北田恵子,R1.5.13,,,
723,上川あやとあしたを紡ぐ会,世田谷区宮坂２－２６－２４,139.645379,35.653705,座標系（JGD2011）,三浦礼,三浦節生,H15.2.24,,,有
