"施設名称","施設郵便番号","施設所在地","施設方書","確認日","確認番号"
"ｈａｉｒ　ａｎｄ　ｍａｋｅ　ｕｐ　　ｅｓｐｅｒ．（ヘアーアンドメイクアップ　エスパー）","107-0062","東京都港区南青山三丁目14番11号",,"2009/2/13","20港み生環き第160号"
"ＧＹＰＳＯＰＨＩ","107-0062","東京都港区南青山三丁目14番14号","サン南青山204","2021/10/4","3港み生環き第124号"
"ＴＡＫＵＭＩ　ＪＵＮ　Ｍａｋｅ－ｕｐ　Ｓａｌｏｎ　南青山店","107-0062","東京都港区南青山三丁目14番15号","川俣ビル 地下1階","2004/10/6","16港み生環き第77号"
"ｅｉｚｏ（エイゾー）","107-0062","東京都港区南青山三丁目14番15号","川俣ビル 1階","2016/5/6","28港み生環き第8号"
"ＥＩＺＯ","107-0062","東京都港区南青山三丁目14番15号","川俣ビル1階","2020/7/14","2港み生環き第84号"
"南青山ル・アンジェ教会コンシェルジュ","107-0062","東京都港区南青山三丁目14番20号",,"2015/4/15","27港み生環き第6号"
"ＢＥＡＵＴＲＩＵＭ","107-0062","東京都港区南青山三丁目14番20号","エムズ南青山 地下1階","2023/10/30","5港み生環き第151号"
"ＬａＬａ","107-0062","東京都港区南青山三丁目14番26号","カーサ・セレナ 地下1階","2021/2/3","2港み生環き第201号"
"ＶＩＥＷＳ　ＴＯＫＹＯ","107-0062","東京都港区南青山三丁目14番27号","IJK南青山れい201","2021/5/27","3港み生環き第46号"
"ｍｕｌｅｔ","107-0062","東京都港区南青山三丁目14番27号","IJK南青山れい302","2023/7/25","5港み生環き第86号"
"Ｌｉｃｏ（リコ）","107-0062","東京都港区南青山三丁目14番28号","1階","2009/1/27","20港み生環き第157号"
"Ｌｏｍａｌｉａ　ＡＯＹＡＭＡ","107-0062","東京都港区南青山三丁目14番28号",,"2021/3/10","2港み生環き第216号"
"ＮＡＴＳＵＹＡ　ＨＡＩＲ（ナツヤヘアー）","107-0062","東京都港区南青山三丁目15番2号","今竹ビル 2階","2011/3/23","22港み生環き第191号"
"ＮＡＴＳＵＹＡ　ＨＡＩＲ","107-0062","東京都港区南青山三丁目15番2号","今竹ビル 4階","2023/8/3","5港み生環き第79号"
"株式会社ＺＯＥ","107-0062","東京都港区南青山三丁目15番4号","カーサ青山302","2019/10/11","31港み生環き第143号"
"ＲＵＮＯ（ルノ）","107-0062","東京都港区南青山三丁目15番5号","田口ビル 1階","2017/3/31","28港み生環き第209号"
"ＬＯＮＥＳＳ（ローネス）","107-0062","東京都港区南青山三丁目15番6号","2階","2017/4/5","28港み生環き第216号"
"ＶＩＳＩＯＮ＋（ビジョンプラス）","107-0062","東京都港区南青山三丁目15番7号","クワジマビル 地下1階","2013/4/25","25港み生環き第2号"
"ＣＡＲＩＤＡＤ（カリーダ）","107-0062","東京都港区南青山三丁目15番7号","クワジマビル 地下1階","2018/6/29","30港み生環き第46号"
"Ａ・ｏｎｅ　青山店（エーワン　アオヤマテン）","107-0062","東京都港区南青山三丁目15番7号","クワジマビル 1階","2016/7/11","28港み生環き第61号"
"モッズ・ヘア青山プリヴィレージュ店","107-0062","東京都港区南青山三丁目15番9号","MINOWA表参道2階","2018/5/31","30港み生環き第21号"
"Ｊｏｌｉｅ　Ｆｌｏｒａｉｓｏｎ　ｂｙ　Ｐａｐａｋｋｏ（ジョリ　フロレゾン　バイ　パパッコ）","107-0062","東京都港区南青山三丁目15番19号","フラット竹田201","2011/7/6","23港み生環き第30号"
"ｙｕｐｐｉｎｅｓｓ（ユピネス）","107-0062","東京都港区南青山三丁目15番19号","フラット竹田201","2015/7/31","27港み生環き第92号"
"ＫＩＫＡ（キカ）","107-0062","東京都港区南青山三丁目15番19号","フラット竹田103","2010/3/18","21港み生環き第152号"
"ｄｅｐａｒｔ（デパール）南青山","107-0062","東京都港区南青山三丁目15番20号","1、2階","2014/8/14","26港み生環き第82号"
"ａｆｆｅｔｔｏ（アフェット）","107-0062","東京都港区南青山三丁目16番6号","メゾンSAITO101","2006/2/1","17港み生環き第123号"
"Ｒｅｎ（レン）","107-0062","東京都港区南青山三丁目16番14号","プラサーダ青山202","2015/2/18","26港み生環き第189号"
"Ｔｏｔａｌ　Ｂｅａｕｔｙ　Ｓａｌｏｎ　Ａｎｇｅ","107-0062","東京都港区南青山三丁目16番14号","プラサーダ青山303","2021/1/19","2港み生環き第188号"
"ｎｅｘ　ｔｈｅ　ｓａｌｏｎ　ｖｌｏｗ","107-0062","東京都港区南青山三丁目17番3号","ジュピター・アネックスビル 2階","2021/9/3","3港み生環き第101号"
"Ｗ　ＥＹＥ　ＢＥＡＵＴＹ　表参道本店","107-0062","東京都港区南青山三丁目17番7号","BEN青山 2階","2022/8/17","4港み生環き第59号"
"ＹＯＫｅ（ヨーク）","107-0062","東京都港区南青山三丁目17番15号","南青山三丁目ビル 2階","2013/6/26","25港み生環き第36号"
"ＢＬＡＮＣＯ表参道（ブランコ）","107-0062","東京都港区南青山三丁目17番15号","南青山三丁目ビル2階","2018/7/6","30港み生環き第41号"
"ＰＡＲＩＳ　ＲＯＬＡＮＤ","107-0062","東京都港区南青山三丁目18番1号","地下1階","2020/7/22","2港み生環き第91号"
"ジェントアンドハニー　ヘッドデザイン","107-0062","東京都港区南青山三丁目18番3号","KSビル 2階","2009/10/16","21港み生環き第97号"
"ＱＵＡＴＲＥ　ＨＥＵＲＥＳ（キャトレー）","107-0062","東京都港区南青山三丁目18番5号","モンテプラザ南青山201","2009/4/1","20港み生環き第181号"
"Ｄｏｔ＋ＬＩＭ（ドットプラスリム）","107-0062","東京都港区南青山三丁目18番7号","日本塩回送ビル 地下1階","2011/11/16","23港み生環き第96号"
"ヴィゼ","107-0062","東京都港区南青山三丁目18番9号","SAKURA HOUSE 3階","2006/6/1","18港み生環き第13号"
"ＣＨＡＲＬＥＳ　ＤＥＳＳＩＮ　ＴＯＫＹＯ","107-0062","東京都港区南青山三丁目18番9号","さくらハウス3階","2021/9/10","3港み生環き第104号"
"ＧＡＲＤＥＮ　ａｏｙａｍａ","107-0062","東京都港区南青山三丁目18番11号","ヴァンセットビル 4階","2017/11/30","29港み生環き第151号"
"ｓｈｅｔａ","107-0062","東京都港区南青山三丁目18番11号","ヴァンセットビル 5階","2020/1/29","31港み生環き第220号"
"Ｏｌｉｖｉａ（オリビア）","107-0062","東京都港区南青山三丁目18番16号","ル・ボワビル502","2015/9/24","27港み生環き第112号"
"ＬＡ　ＬＵＮＡ（ラ　ルナ）","107-0062","東京都港区南青山三丁目18番17号","青山十八番館 4階","2016/3/30","27港み生環き第214号"
"Ａｌｌｕｒｅ（アリュウル）","107-0062","東京都港区南青山三丁目18番17号","青山十八番館 8階","2013/9/25","25港み生環き第102号"
"ｏｒｅｎｔｅ","107-0062","東京都港区南青山三丁目18番17号","青山十八番館8階","2021/12/23","3港み生環き第208号"
"フェアリーアイズ＆ネイル","107-0062","東京都港区南青山三丁目18番19号","FESTAE表参道 3階","2012/5/18","24港み生環き第20号"
"スティル　ウォータース","107-0062","東京都港区南青山三丁目18番19号","君島ビル 3階","1997/8/8","9港赤総衛環き第18号"
"ＣＯＭＯＭＡＶＩ（コモマビィ）","107-0062","東京都港区南青山三丁目18番19号","東亜バッヂビル 6階","2015/2/26","26港み生環き第190号"
"Ｍｕｎｉｃａ","107-0062","東京都港区南青山三丁目18番19号","東亜バッヂビル6階","2020/3/27","31港み生環き第265号"
"ＫＡＬＥＮ表参道店","107-0062","東京都港区南青山三丁目18番19号","東亜バッヂビル3階","2020/4/13","31港み生環き第263号"
"Ｃｈｅｒｉ　ａｎｇｅ　シェリーアンジュ　表参道店","107-0062","東京都港区南青山三丁目18番19号","東亜バッヂビル4階","2022/4/21","4港み生環き第6号"
"ｐｅｏｐｌｅ　ＭＩＮＡＭＩＡＯＹＡＭＡ（ピープルミナミアオヤマ）","107-0062","東京都港区南青山三丁目18番19号","FESTAE表参道本館2階","2023/3/13","4港み生環き第229号"
"Ｂｅｌｌａ　Ｄｏｌｃｅ（ベラドルチェ）","107-0062","東京都港区南青山三丁目18番20号","ワークス南青山 5階","2014/2/20","25港み生環き第177号"
"ｐｏｐｐｉｎｓ","107-0062","東京都港区南青山三丁目18番20号","ワークス南青山 7階","2022/8/24","4港み生環き第71号"
"ＦＡＩＲＹ（フェアリー）青山","107-0062","東京都港区南青山四丁目1番1号","セントラル第2青山406","2017/6/28","29港み生環き第40号"
"Ｈｅａｄ＆Ｂｅａｕｔｙ　Ｃｈｉ‐ｍｅｔｈｏｄ","107-0062","東京都港区南青山四丁目1番8号","麗雲ビル5階","2019/8/14","31港み生環き第91号"
"ヘアーオアシス","107-0062","東京都港区南青山四丁目1番15号","アルテカベルテプラザ 201","1995/11/22","7港赤総衛環き第25号"
"アイブロウサロン　ＣＬＡＳＳＹ　ＢＥＡＵＴＹ","107-0062","東京都港区南青山四丁目1番15号","ベルテ南青山1-201","2023/3/3","4港み生環き第220号"
"ｃｏｃｏｎｉｗａ（ココニワ）","107-0062","東京都港区南青山四丁目5番10号","1階","2019/2/27","30港み生環き第194号"
"アンフルラージュ青山","107-0062","東京都港区南青山四丁目5番18号",,"2015/4/17","27港み生環き第8号"
"アンフルラージュ青山","107-0062","東京都港区南青山四丁目5番18号",,"2020/7/14","2港み生環き第88号"
"ＮＯＬＵＥ（ノルエ）","107-0062","東京都港区南青山四丁目8番4号","パレス南青山101","2014/5/30","26港み生環き第35号"
"ＳＡＬＯＮ　ＤＥ　ＢＥＬＯＨＮＥＮ","107-0062","東京都港区南青山四丁目8番4号","パレス南青山302","2022/8/12","4港み生環き第61号"
"スタジオＧｏＲｏ（ゴロー）","107-0062","東京都港区南青山四丁目8番11号","レジェンド南青山ガーデン","2006/4/10","18港み生環き第6号"
"Ｗａｖｅ　Ｈｏｕｓｅ（ウェーブハウス）","107-0062","東京都港区南青山四丁目8番24号","アオヤママトリックス102","2018/6/19","30港み生環き第39号"
"Ｃｉｅｌ","107-0062","東京都港区南青山四丁目9番1号","シンプル青山2階","2022/12/1","4港み生環き第141号"
"トロワ外苑前店","107-0062","東京都港区南青山四丁目9番29号","サタール青山 3階","2012/7/12","24港み生環き第46号"
"Ａｏ．","107-0062","東京都港区南青山四丁目10番4号","CRESTA青山202号","2023/9/11","5港み生環き第94号"
"ＢＲＯＯＫＳ","107-0062","東京都港区南青山四丁目11番2号","MAIYAビル2-A","2022/1/4","3港み生環き第191号"
"ＥＹＮ","107-0062","東京都港区南青山四丁目11番3号","ドルチェ青山101","2023/11/20","5港み生環き第165号"
"ｕｎｅ","107-0062","東京都港区南青山四丁目11番14号","3階","2021/4/14","3港み生環き第5号"
"ｆｕｊｉｋａｗａ（フジカワ）","107-0062","東京都港区南青山四丁目12番3号","設楽ビル102","2014/3/13","25港み生環き第190号"
"ｄｒｅｒｉｃｈ（ドレリッチ）","107-0062","東京都港区南青山四丁目12番6号",,"2017/3/7","28港み生環き第197号"
"カービングスカルジャパン　ＣＳＪ","107-0062","東京都港区南青山四丁目15番4号","パークヒルズ南青山405","2022/1/18","3港み生環き第210号"
"Ｋａｔｅ（ケイト）","107-0062","東京都港区南青山四丁目17番3号","SHUN南青山 1階","2011/12/2","23港み生環き第108号"
"ＶＩＳＩＯＮ","107-0062","東京都港区南青山四丁目17番3号","SHUN南青山 1階","2019/11/8","31港み生環き第168号"
"ｅｍｕ　表参道／青山","107-0062","東京都港区南青山四丁目17番4号","四神ビル2階","2021/10/26","3港み生環き第148号"
"ＡＲＭＯＮＹ　青山店","107-0062","東京都港区南青山四丁目17番4号","四神ビル1階","2022/1/11","3港み生環き第195号"
"ＶＡＬＯ","107-0062","東京都港区南青山四丁目17番14号","VALO南青山101","2023/11/27","5港み生環き第145号"
"ｊｉｒ","107-0062","東京都港区南青山四丁目17番22号","TZビル1階","2021/8/25","3港み生環き第93号"
"ｍｙｒｒｈ","107-0062","東京都港区南青山四丁目17番51号","est Largo OMOTESANDO 303号室","2021/3/18","2港み生環き第220号"
"ＣＯＴＹ","107-0062","東京都港区南青山四丁目17番51号","estLargo 表参道 2A","2023/4/17","4港み生環き第234号"
"Ｃｕｒａ　Ａｏｙａｍａ","107-0062","東京都港区南青山四丁目17番51号","エストラルゴ表参道2階B","2023/5/2","5港み生環き第14号"
"ＴＨＥ　ＳＴＲＡＭＡ","107-0062","東京都港区南青山四丁目17番51号","est Largo OMOTESANDO 1階A","2023/9/12","5港み生環き第113号"
"ＳＴＲＡＭＡ（ストラマ）","107-0062","東京都港区南青山四丁目18番10号","地下1階","2022/3/2","3港み生環き第238号"
"ａｔｅｌｉｅｒ　ＬＩＺＥＲＯ（アトリエリゼロ）","107-0062","東京都港区南青山四丁目20番3号","メゾンドラーク 101","2013/9/27","25港み生環き第105号"
"ヘアーフリーク","107-0062","東京都港区南青山四丁目20番3号","メゾンド・ラーク302号","2016/3/3","27港み生環き第204号"
"Ｎａｔｕｒｍｅ＋","107-0062","東京都港区南青山四丁目20番3号","メゾンドラーク303","2022/12/16","4港み生環き第169号"
"ＦＵＲＢｉＳＨ","107-0062","東京都港区南青山四丁目20番4号","ホリアージュ南青山103","2021/7/21","3港み生環き第73号"
"Ｍａｉｓｏｎ　ＡＣＱＵＡ","107-0062","東京都港区南青山四丁目20番20号","1階","1999/2/22","10港み生環き第119号"
"ｎｏｎｏｍａ（ノノマ）","107-0062","東京都港区南青山四丁目20番20号","ホワイトビル南青山201","2017/9/20","29港み生環き第98号"
"ＲＵＮＯ２","107-0062","東京都港区南青山四丁目20番20号","マックス南青山2階","2021/3/11","2港み生環き第217号"
"Ｌｕｘｅ－ラグゼ","107-0062","東京都港区南青山四丁目21番23号","宮田ビル 地下1階、地下2階","2011/10/4","23港み生環き第81号"
